PaperId,CitedPaper
b0cf3341-3afc-4b73-ab8d-5422c0c90345,1926f75a-19da-4381-b98b-743c71d54d36
b0cf3341-3afc-4b73-ab8d-5422c0c90345,bf5ac866-8ce2-4a06-b422-4ea3f9fe91df
b0cf3341-3afc-4b73-ab8d-5422c0c90345,d6bf8387-7545-4e2f-8203-46bb9aa1f371
b0cf3341-3afc-4b73-ab8d-5422c0c90345,c5f2c3a1-1e81-46bc-8ffd-dc6296807350
b0cf3341-3afc-4b73-ab8d-5422c0c90345,04e11379-e920-4d03-9f35-86f7422d75e5
b0cf3341-3afc-4b73-ab8d-5422c0c90345,6588990c-865f-4846-9f6a-5fd754fb4521
b0cf3341-3afc-4b73-ab8d-5422c0c90345,3cebccb3-f2d3-4c3b-bb8a-ed2e32b5b341
b0cf3341-3afc-4b73-ab8d-5422c0c90345,442635cd-8f6f-40ea-a562-2995c20fa9ae
b0cf3341-3afc-4b73-ab8d-5422c0c90345,bf0b2e3e-0314-451e-a8d5-7447aa20d50c
b0cf3341-3afc-4b73-ab8d-5422c0c90345,c9dc4c5d-9044-4c43-a13f-f859fd22afdb
b0cf3341-3afc-4b73-ab8d-5422c0c90345,2f78e773-3ae4-44c2-8ec6-36c96c25f7f0
b0cf3341-3afc-4b73-ab8d-5422c0c90345,7fec3a15-6aa5-4f7b-922a-d22fd62f566f
b0cf3341-3afc-4b73-ab8d-5422c0c90345,bab4e631-fbca-4775-b978-4f0c60197d3a
b0cf3341-3afc-4b73-ab8d-5422c0c90345,596419b1-5269-40ab-89de-8683924307e9
7283e8e2-efac-442d-a544-056cd43c0fe1,2ee240fb-e7aa-4406-badb-f7b9bd4741d2
7283e8e2-efac-442d-a544-056cd43c0fe1,1ce8c412-c0ee-4437-8898-6d32184a68a6
7283e8e2-efac-442d-a544-056cd43c0fe1,315ef72d-65a1-4249-a8e1-534849ed4436
7283e8e2-efac-442d-a544-056cd43c0fe1,47a01c88-f547-4447-9d54-6f74a98bff1f
7283e8e2-efac-442d-a544-056cd43c0fe1,14f51c77-0dac-467a-a659-b9778e2f2df0
7283e8e2-efac-442d-a544-056cd43c0fe1,c80ccbaa-0865-459e-8356-de5bc82c9b78
7283e8e2-efac-442d-a544-056cd43c0fe1,0d0e938c-8eb5-42d6-abc1-49eb77bcf6ed
7283e8e2-efac-442d-a544-056cd43c0fe1,a7225716-a2aa-4862-a0e0-11a54fcd83cb
7283e8e2-efac-442d-a544-056cd43c0fe1,0ee40c2f-8855-4b68-a337-f20f366235c2
7283e8e2-efac-442d-a544-056cd43c0fe1,4153e2c7-7285-4635-adb4-7d43c897e51c
7283e8e2-efac-442d-a544-056cd43c0fe1,d4b0e36c-d1f8-4a33-a053-87b90df4af84
7283e8e2-efac-442d-a544-056cd43c0fe1,283f41f5-8a0e-49b2-9c00-9e51305a808a
7283e8e2-efac-442d-a544-056cd43c0fe1,c43809df-3e8c-403c-b054-da271361c6c2
7283e8e2-efac-442d-a544-056cd43c0fe1,0cc76004-0928-4ad3-b805-c925e1c7d6c1
7283e8e2-efac-442d-a544-056cd43c0fe1,30d9412c-cb82-4353-af2e-d2cc29398f23
7283e8e2-efac-442d-a544-056cd43c0fe1,114e2104-f781-45d6-845d-67566e1a1a26
7283e8e2-efac-442d-a544-056cd43c0fe1,a342f012-5b89-4f28-937e-2004cae2b39e
7283e8e2-efac-442d-a544-056cd43c0fe1,bf5ac866-8ce2-4a06-b422-4ea3f9fe91df
7283e8e2-efac-442d-a544-056cd43c0fe1,cde5e001-b5b2-43b2-ba02-ec9c5d5eb8be
7283e8e2-efac-442d-a544-056cd43c0fe1,22455548-c8f6-420c-858e-c3260d42b857
7283e8e2-efac-442d-a544-056cd43c0fe1,f7af2433-23e3-4f09-86bc-02f4ee195a1a
7283e8e2-efac-442d-a544-056cd43c0fe1,0a54fefc-b820-4e9f-8b3a-ca1d398e5599
7283e8e2-efac-442d-a544-056cd43c0fe1,5be86b3e-125d-4cca-94a4-8d59ff94024a
7283e8e2-efac-442d-a544-056cd43c0fe1,64ac880d-2980-423a-91f9-78bb32e59e65
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,d1bac25c-81d6-4e15-8f24-0f34ff553bd6
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,d0dbfb9d-50c9-4e1d-83ea-559cdacf915e
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,f6e4d497-1dcd-4c12-8299-9b6299a41851
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,b20bcef1-bd8b-4e6d-94f2-2055c968b91c
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,8ca01566-2f6a-454e-8f7c-00d0972b8aa5
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,850934de-de72-4ae9-a7d3-c4865758a1d4
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,b352f391-7c95-471a-afdd-977306e62cc5
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,17d77751-29d4-48b7-9b2c-0abf1bd2e554
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,1f0fe243-72c2-49ae-be45-2e246dcb41cf
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,089a6954-ef3e-46cb-81c2-643c521f2d4b
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,a58e6c1d-4f50-43d3-8c01-77bc0bcfc485
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,84749596-1b70-4f32-aad0-ae76f88e7cb7
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,d0be635c-040e-4d90-909f-a6712669d7eb
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,5f4fb803-3310-4b4e-8517-8d21e674e866
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,34224e68-d56d-45e6-a581-c02159492345
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,b4a20c1f-7645-4d0e-90b6-8f76616aa345
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,f02c6f27-005e-47f1-9249-1e89df8b6e29
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,72d8d346-2b9a-4a39-a5bb-af99e5075a0a
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,8af0650a-d0a8-4c36-9e6b-28995eaa7f67
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,26baa375-73e9-471f-9e7d-118d5d30b603
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,aa1cfb2b-64b4-44d9-bf2f-20d0db80e22e
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,0f609fb7-7adf-42ad-8aee-4e1e3df7fb14
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,1ce8c412-c0ee-4437-8898-6d32184a68a6
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,368599ff-17b5-40e1-9521-123cb8bdb610
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,ba9b936e-4809-4b9c-b991-261dc1360991
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,49ecf4c6-4f05-4078-b15f-227f8cf9aef1
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,c20ab429-232a-4b62-ab41-20b41a31676e
c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,f736dca8-ad18-4bf7-bc91-8ddb061b090f
3e7edf41-83c4-4c24-82b6-8218750c6507,0f332e0b-571f-428a-8117-c982e36a3e6d
3e7edf41-83c4-4c24-82b6-8218750c6507,809422c5-2963-4d4d-a697-91424b8c98f2
3e7edf41-83c4-4c24-82b6-8218750c6507,b2e3f78f-9b53-4079-a223-1350bd0270ef
3e7edf41-83c4-4c24-82b6-8218750c6507,f58f955d-92a5-4cb1-8090-751c74598f26
3e7edf41-83c4-4c24-82b6-8218750c6507,7519437c-e741-4ee6-8d2e-86972a6ba169
3e7edf41-83c4-4c24-82b6-8218750c6507,757618fe-8f39-4f15-a4e4-3a8313130679
3e7edf41-83c4-4c24-82b6-8218750c6507,e44e0636-b2ad-4b89-9d7f-7f5e3c837700
3e7edf41-83c4-4c24-82b6-8218750c6507,7eaef6d3-8cde-4bc7-aafe-e8304e2de26d
3e7edf41-83c4-4c24-82b6-8218750c6507,65a5a088-7c0e-4080-aac6-c8340965305c
3e7edf41-83c4-4c24-82b6-8218750c6507,91bb6a70-2063-4eb6-bd77-cc87852a5107
3e7edf41-83c4-4c24-82b6-8218750c6507,8f84c445-0a6c-4e67-8f57-9410dcc3aeaf
3e7edf41-83c4-4c24-82b6-8218750c6507,d28c64eb-79dd-4cbb-848c-a901c6a1c432
3e7edf41-83c4-4c24-82b6-8218750c6507,20436a5d-0f48-41ae-bc9e-5127b691a39f
3e7edf41-83c4-4c24-82b6-8218750c6507,291e7193-bc03-401e-ad2f-03a29777907e
3e7edf41-83c4-4c24-82b6-8218750c6507,8d5d1cc8-f3f4-4313-ae28-f6bf939dcaeb
3e7edf41-83c4-4c24-82b6-8218750c6507,2c16a4e3-11b7-49e2-883e-00aef9d7f9bc
acb474c9-8727-4805-bfcb-61749a956687,560d9715-eeaf-4ec9-b665-53fb6d175214
acb474c9-8727-4805-bfcb-61749a956687,e8dd1e3e-ad23-451a-81c9-026c21000826
acb474c9-8727-4805-bfcb-61749a956687,631e9c06-900f-4692-8f68-31658f639c7a
acb474c9-8727-4805-bfcb-61749a956687,ee51bfd7-4afb-4548-9501-ae39cca1ea7f
acb474c9-8727-4805-bfcb-61749a956687,156ca89b-334c-4e68-ab02-869afca627a3
acb474c9-8727-4805-bfcb-61749a956687,0e658171-1e73-468a-80d2-cb5b436f6d25
acb474c9-8727-4805-bfcb-61749a956687,de38ed1f-f991-4c92-81d4-d3496eea624e
acb474c9-8727-4805-bfcb-61749a956687,b7efe6a8-3402-4a82-957b-4ddbba3095d9
acb474c9-8727-4805-bfcb-61749a956687,469da8cf-7bc1-41fa-824d-1dada092bd03
acb474c9-8727-4805-bfcb-61749a956687,0725d877-2ba0-4e4a-b999-59aac964f423
acb474c9-8727-4805-bfcb-61749a956687,fad6b0de-9e89-48df-9bb8-0876e6bd1d43
acb474c9-8727-4805-bfcb-61749a956687,e994901c-5be6-44ba-980f-4380a0cf2f94
acb474c9-8727-4805-bfcb-61749a956687,52ee5c51-2e48-4dd2-ae27-13bbd776115d
acb474c9-8727-4805-bfcb-61749a956687,ba4217e1-000f-48d4-9dc8-c2ef3d879e7e
acb474c9-8727-4805-bfcb-61749a956687,69feb75d-d72d-414b-bed6-0e0530e8940e
acb474c9-8727-4805-bfcb-61749a956687,9958ecfa-7fa1-44bc-9a86-04a5894bbd4f
acb474c9-8727-4805-bfcb-61749a956687,93203792-f464-4d8e-a835-6e4bbc50434c
acb474c9-8727-4805-bfcb-61749a956687,3666a1a1-a284-4d23-8d15-9410f66fc244
acb474c9-8727-4805-bfcb-61749a956687,b2342b43-b67e-456e-b1a4-f5272d4d7f01
acb474c9-8727-4805-bfcb-61749a956687,8cfb41c8-8906-4526-abd9-7d6848b8c9a7
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,ad955955-d618-407b-a9c7-5f406f62af7a
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,e8b59533-ac62-4895-a77d-55eff7890842
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,2f1eceec-96d5-475a-9db3-1371454f5927
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,acb474c9-8727-4805-bfcb-61749a956687
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,dd9f46bd-74dd-472c-8fd0-a91eed3637e0
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,2a6cd9d3-d323-4959-93ee-edc4218bf9d5
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,3e7edf41-83c4-4c24-82b6-8218750c6507
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,c518df1d-2768-4c6f-8259-07bc54867254
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,3eed29c0-39ab-4a18-b0a2-83422e72273c
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,6363e564-0489-4c21-b20b-293e3b2a1cd9
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,f9329c20-7a4e-42cf-a223-f0c5e20fab95
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,65a5a088-7c0e-4080-aac6-c8340965305c
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,2cf48c9c-3572-4f1c-9693-ef5d603f7649
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,4cde51cd-4dc8-4e25-aa38-fb2f4a98d8af
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,7056aa17-1d91-43d7-91f1-9c174a938980
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,9a915edc-fba2-4f02-a0f2-d0eaabb003ee
a0adf04b-145f-444f-92ac-8d6d589f6daf,d911f1e7-8ea9-441c-96a3-4f0346aece49
a0adf04b-145f-444f-92ac-8d6d589f6daf,6ec838d8-beaa-4438-aa92-8665050a6ec0
a0adf04b-145f-444f-92ac-8d6d589f6daf,fa1cbcf1-d07f-420d-8fbf-bea1d99be88f
a0adf04b-145f-444f-92ac-8d6d589f6daf,3110fea8-db77-42a3-be6e-6cff2462ddff
a0adf04b-145f-444f-92ac-8d6d589f6daf,28081702-5e55-4629-8d4e-8deb19459960
a0adf04b-145f-444f-92ac-8d6d589f6daf,f348484a-1671-4133-93f2-8b72f2bac7a4
a0adf04b-145f-444f-92ac-8d6d589f6daf,295da676-ee2f-461b-a7d9-c2fd239b6e72
a0adf04b-145f-444f-92ac-8d6d589f6daf,80765dfa-e538-469e-bd5e-05de33e76148
a0adf04b-145f-444f-92ac-8d6d589f6daf,31871f93-4711-409d-ac7c-2f67564107fc
a0adf04b-145f-444f-92ac-8d6d589f6daf,1dfd397e-2b6c-48a9-9cfb-fce6983a13ee
a0adf04b-145f-444f-92ac-8d6d589f6daf,ed0ceda7-40e8-42c4-b244-009f8ea9df43
a0adf04b-145f-444f-92ac-8d6d589f6daf,81278793-f59d-4e37-9f3b-c2f6d83351cd
a0adf04b-145f-444f-92ac-8d6d589f6daf,174fe226-87fa-4d75-aee6-664063211cab
a0adf04b-145f-444f-92ac-8d6d589f6daf,dbab97ca-2f30-40c4-93c0-f7d5308d97d9
a0adf04b-145f-444f-92ac-8d6d589f6daf,8f84c445-0a6c-4e67-8f57-9410dcc3aeaf
a0adf04b-145f-444f-92ac-8d6d589f6daf,b352f391-7c95-471a-afdd-977306e62cc5
a0adf04b-145f-444f-92ac-8d6d589f6daf,97c6a61e-8760-4065-ab81-4742a3a877cf
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,d468436d-5680-448c-89a9-30b54dc4958e
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,53cf4028-716e-4065-aeeb-0c09edecf9c3
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,825ab175-507e-47ad-9a87-1cddb8f800c2
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,2f1eceec-96d5-475a-9db3-1371454f5927
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,9d6dc40a-df43-479e-b3f2-1e7386a1c94c
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,80156453-bdca-4f35-b017-1151ea7fb279
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,a78c2aeb-3efb-4265-a860-ffb101f6a92c
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,ec1411dc-1265-4e7b-926d-39f5ab382e28
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,6588990c-865f-4846-9f6a-5fd754fb4521
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,7c62b8b9-7225-4965-80f9-5b0aaa3e5fc6
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,68436270-778e-4810-b99e-81803c7663cb
