PaperId,Title,Year,Abstract,DOI
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,Investigating steel tool life in the RFSSW process,2020,"Refill Friction Stir Spot Welding (RFSSW) has demonstrated capability in joining thin sheets of aluminum with dissimilar thickness, alloy, and composition. The process remains to be implemented on a wide scale in the automotive and aerospace industries, partially due to the relatively short number of welds producible by a toolset, prior to needing cleaning. In the following work, an investigation was conducted to better understand this limitation. First, the effective tool life of a steel toolset was quantified. Experiments showed that less than 60 consecutive welds could be made before the toolset seized and required cleaning. To better understand the conditions contributing so such a short tool life, thermocouples were used in subsequent experiments, to measure the temperatures achieved at various locations in the weld. Peak weld temperature increased with longer cycle times and decreased with shorter cycle times. During the experiments, it was noted that weld temperatures in excess of 500 °C were observed at weld center. At these high temperatures, the authors anticipate that intermetallic compounds (IMCs) are able to grow on tool surfaces. A rough, existing model of IMC growth in an Fe-Al system predicted IMC growth on the same order of magnitude of the tool clearances, supporting the anticipation that IMC growth is a factor in the observed, short tool life between cleanings. Following this analysis, future evaluation of less re-active tool materials is recommended. © 2020 The Society of Manufacturing Engineers",10.1016/j.jmapro.2020.07.034
a0adf04b-145f-444f-92ac-8d6d589f6daf,"Persistent intelligence, surveillance, and reconnaissance using multiple autonomous vehicles with asynchronous route updates",2020,"Providing persistent intelligence, reconnaissance, and surveillance of targets is a challenging, but important task when time-critical information is required. In this letter, we provide a decentralized routing algorithm for coordinating multiple autonomous vehicles as they visit a discrete set of pre-defined targets with weighted revisit priorities. The algorithm utilizes a block coordinate ascent algorithm combined with a Monte Carlo tree search to tractably decide each vehicle's route. The result is a non-myopic algorithm for multiple vehicles that is decentralized, computationally tractable, and allows for target prioritization. Guarantees are provided that all targets will have finite revisit times and that the block coordinate ascent algorithm will converge to a block optimal solution. Numerical simulations illustrate the utility of this method by showing that the results are comparable to those of a centralized exhaustive search and that they degrade gracefully with limited communication and scale under increasing numbers of targets and vehicles. © 2016 IEEE.",10.1109/LRA.2020.3008140
c2c2cc21-801d-4063-88a5-dc12a6b09e7d,In-situ strain measurement of ballistic fabrics during impact using fiber Bragg gratings,2020,"In previous experiments, the authors demonstrated that strain values collected from fiber Bragg gratings (FBG) integrated into a single layer of Kevlar fabric, placed between a soft armor test specimen and backing material, could be related to the time dependent back-face deformation (BFD) of the armor sample. In this paper, we investigate the specific fabric deformation and failure mechanisms that cause observed events in the FBG measured strain behavior and the FBG spectral profile throughout the impact event. For these experiments, the standard clay backing material was replaced with a 20% clear ballistic gel to provide visual access to the back-face. The test specimen was impacted by an 8.24 g steel ball bearing travelling at 248.8 m/s, during which strain was calculated from the measured full spectrum response of the FBG using a high-speed optical interrogation system. The strain response was compared to the BFD of the Kevlar sample. The BFD was measured through the clear ballistic gel using two high speed cameras recording at 100,000 fps. The results from these tests can be used for future testing using a non-transparent backing material to obtain a detailed strain–time history, back-face deformation history and an understanding of the time sequence of physical energy dissipation mechanisms in the fabric. © 2020 Elsevier Inc.",10.1016/j.yofte.2020.102334
b5f3170c-42cc-404c-8421-b4a55b480ef5,An isogeometric Reissner–Mindlin shell element based on Bézier dual basis functions: Overcoming locking and improved coarse mesh accuracy,2020,"We develop a mixed geometrically nonlinear isogeometric Reissner–Mindlin shell element for the analysis of thin-walled structures that leverages Bézier dual basis functions to address both shear and membrane locking and to improve the quality of computed stresses. The accuracy of computed solutions over coarse meshes, that have highly non-interpolatory control meshes, is achieved through the application of a continuous rotational approach. The starting point of the formulation is the modified Hellinger–Reissner variational principle with independent displacement, membrane, and shear strains as the unknown fields. To overcome locking, the strain variables are interpolated with lower-order spline bases while the variations of the strain variables are interpolated with the corresponding Bézier dual bases. Leveraging the orthogonality property of the Bézier dual basis, the strain variables are condensed out of the system with only a slight increase in the bandwidth of the resulting linear system. The condensed approach preserves the accuracy of the non-condensed mixed approach but with fewer degrees of freedom. From a practical point of view, since the Bézier dual basis is completely specified through Bézier extraction, any spline space that admits Bézier extraction can utilize the proposed approach directly. © 2020 Elsevier B.V.",10.1016/j.cma.2020.113283
f6cba2e2-ad44-4685-8678-02063c044499,Physical-Layer Security for Vehicle-to-Everything Networks: Increasing Security while Maintaining Reliable Communications,2020,This article highlights the potential contribution of physical-layer security in making vehicle-to-infrastructure (V2I) and vehicle-to-vehicle (V2V) networks more secure against eavesdropping. We showcase a set of experiments using a mobile testbed for both types of networks and demonst rate that finite block-length physical-layer security coding increases the security while maintaining reliable communications. The fundamental tradeoffs in achieving both reliability and security through physical-layer efforts are also discussed in terms of relative eavesdropper location in an urban environment. © 2020 IEEE.,10.1109/MVT.2020.3002494
839f3754-fce6-4467-99ec-10ecaaaa9e45,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,2020,"Evaluation of deteriorating highway bridges requires new, rapid inspection methods to effectively guide repair in an era of limited fiscal resources. Of all the components of a bridge, the bridge deck typically deteriorates most quickly and must therefore be regularly inspected for non-visible internal cracking, called delamination, for which early detection and repair can enhance safety and performance as well as reduce long-term maintenance costs. This research demonstrates the development and deployment of a multi-channel acoustic impact-echo sounding apparatus equipped with specially-configured tire chains for acoustic excitation of the concrete, microphones, an array of sensors for establishing spatial position estimates, and a data processing architecture for accurately detecting and mapping delaminations in concrete bridge decks at high speeds. The new apparatus achieved very accurate results at speeds between 25 and 45 km/h across a bridge deck. These results demonstrate an orders-of-magnitude increase in data collection speed over all other acoustic impact-echo sounding techniques described in the literature. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",10.1007/s10921-020-00695-0
2eeafc3c-86fb-4d0d-817d-6d8c590f04c6,"Experimental demonstration of heat loss and turn-down ratio for a multi-panel, actively deployed radiator",2020,"Origami-inspired, dynamic spacecraft radiators have been proposed which utilize an expandable/collapsible surface capable of large variations in emitting surface area. In this work, an experimental prototype of this concept is realized and its performance is analyzed. In particular, we demonstrate the capability of maintaining a spacecraft component at a desired operating temperature through the expansion and contraction of a collapsible radiator to control radiative heat loss. Four aluminum panels are connected via a flexible hinge constructed from interwoven copper wires and suspended from an actuating framework. The radiator panels are connected to a heated aluminum block. The radiator is placed in a vacuum environment with cooled surroundings (173 K) and the total radiative cooling power is determined as a function of radiator actuation position for a constant aluminum block temperature. As the radiator actuates from extended to collapsed, the heat transfer decreases and the fin efficiency increases. For a limited actuation range, the four-panel radiator exhibits a turn-down ratio (largest cooling power / smallest cooling power) of 1.31. A numerical model validated in this work predicts a turn-down ratio of 2.27 for actuation over the full range of radiator positions in surroundings at 4 K. Future revisions that exhibit an increase in panel and hinge thermal conductivities and utilizing eight panels would yield a turn-down ratio of 6.01. Assuming infinite thermal conductivity and infinite hinge conductance, the turn-down ratios for two, four and eight panel radiators, respectively, are 2.00, 3.98, and 7.92. © 2020 Elsevier Ltd",10.1016/j.applthermaleng.2020.115658
b3ec8328-8003-4af8-99b5-7fd1912be5d5,A new approach of reduction of carbon dioxide emission and optimal use of carbon and hydrogen content for the desired syngas production from coal,2020,"This research is designed to make progress in overcoming the challenges through the development of a two-stage coal processing. Specifically, a two-stage process was used to maximize the use of the carbon in coal or increase the carbon monoxide yield or lower carbon dioxide and methane yields. Carbon dioxide-char gasification in the absence of water can generate carbon monoxide with near-zero methane, which is desired to produce high-carbon and low-hydrogen chemicals such as oxalic acid through catalytic carbon monoxide coupling and hydrolysis. The technology is applicable to any coal, although Power River Basin (PRB) coal is used as an example feedstock in this research Also, the sodium-iron catalyst can accelerate not only the reaction kinetics in both stages but also increase the hydrogen/carbon monoxide ratio in the syngas produced in the second stage. In other words, the catalyst is a multifunctional agent, which can not only intensify the overall coal process efficiency but also improve the qualities of the desired syngas products and reduce carbon dioxide emission. Thus, In the 1st stage, the catalysts can significantly reduce the CO2-char gasification by as high as 75.00%. In the 2nd stage, the H2/CO ratio of ideal syngas is ∼2:1 with near-0 CH4 generation and the CH4 production can be reduced as high as 61.29% for the CO2–H2O-Char coal gasification. The activation energy for the 2nd stage is reduced by as high as 35.43% than that of raw coal without use Na–Fe catalyst. The overall carbon footprint reduction for the study is reduced by 87.33% in the 1st stage and 96.77% compared to the direct coal combustion. © 2020 Elsevier Ltd",10.1016/j.jclepro.2020.121786
170e7425-527e-45c5-8aec-167bd9aaf6b0,"Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)",2020,"Pulse shapers are widely used in particle detector applications to reduce the rise and fall times of the pulse signal and to remove noise from the frontend amplifiers. We demonstrate a low-noise, low-power pulse shaper employing an active lowpass Salley-Key biquad filter, passive highpass filter, and input/output buffers. The design process is described to generate the desired transfer characteristic while incorporating tuning knobs to adapt the shaper characteristic to the needs of different applications. Utilizing only a single 1.8-V supply, the shaper consumes 1.5 mW and achieves an input-referred noise of 17 µVrms, both the lowest among state-of-the-art. The power efficiency normalized to bandwidth and noise is nearly 1.7× better than the next best design. © 2020 IEEE.",10.1109/MWSCAS48704.2020.9184626
48f71958-e144-4cb9-a45b-5199b10c74f8,"Using a Deep Learning Model, Content Features, and Author Metadata to Recommend Research Papers",2020,"According to the Canadian Science Publishing, there are approximately 2.5 million scientific papers published each year. The huge volume of publications can be contributed to a substantial increase in the total number of academic journals, including the increasing number of predatory or fake scientific journals, which yield high volumes of poor-quality research work. The effect of this scenario is that there is an obsolete jungle of journals to flip through in searching for high-quality and relevant references for researchers, ranging from the ones who simply look for citations to cite or latest development and knowledge in a specific scientific area of study. Querying existing web search engines and research paper archived websites is not the solution to the problem, since they are m-equipped to suggest high quality publications to meet the users' information needs. In solving this problem, we propose an elegant research paper recommender, which is unique compared with existing ones, since besides considering the topics and contents of related publications, it also examines the authority and popularity of each publication to ensure its quality. Conducted empirical study shows that our recommender outperforms existing research paper recommenders and contributes to the design of searching relevant publications. © 2020 IEEE.",10.1109/IRI49571.2020.00045
93778143-91c4-4c32-9e3d-12a2220e4aed,Insights into grain boundary energy structure-property relationships by examining computed [1 0 0] disorientation axis grain boundaries in Nickel,2020,"A study of 346 computed [1 0 0] disorientation axis grain boundaries provides insight into grain boundary energy structure-property relationships. The grain boundaries come from 6 coincidence site lattice misorientations at regularly spaced disorientation angles, and cover the full range of boundary plane orientations. The computed energy has clear trends in disorientation angle and boundary plane orientation. The data are used to reexamine the ‘special’ attribute frequently applied to low Σ coincidence site lattice misorientations and low-angle boundaries and to assess the accuracy of a face-centered cubic grain boundary energy function developed by Bulatov, Reed, and Kumar (Acta Mater. 65 (2014) 161-175). © 2020 Acta Materialia Inc.",10.1016/j.scriptamat.2020.03.062
78ea7488-8440-4523-a452-e6d6cca0fb04,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),2020,"High resolution wide bandwidth applications require power-efficient high-accuracy data converters. Multi-Stage Noise-Shaping (MASH) is a useful technique for the design of stable high-order ?S modulators. In this paper, we propose a two-step MASH incremental ADC (IADC). In the first step it performs a third-order coarse quantization. Re-using the same hardware, in the second step the circuit performs fine quantization as a second-order IADC. Thus, it achieves fifth-order noise shaping with only three amplifiers. For a low oversampling ratio OSR = 32, the signal-to-noise ratio can be boosted by about 30 dB. The scheme is suitable for wide bandwidth applications. © 2020 IEEE.",10.1109/MWSCAS48704.2020.9184542
301bca0e-b1b6-4294-bc88-aa15e01bb01f,Cooperative Relative UAV Attitude Estimation Using DoA and RF Polarization,2020,"Relative unmanned aerial vehicle attitude is estimated using only on-board radio-frequency signaling. The method uses a direction-of-arrival (DoA) vector estimate to determine two degrees-of-freedom (DoFs), a polarimetric narrowband multiple-input multiple-output (MIMO) channel estimate to specify the third DoF to within a 180^\circ ambiguity, and one of the several potential methods for ambiguity resolution. Simulation results demonstrate that the method accurately determines aircraft attitude, with errors proportional to DoA and MIMO channel estimate errors. This approach is useful for cooperative navigation when external navigation aids are not available, such as in GPS-denied environments. © 1965-2011 IEEE.",10.1109/TAES.2019.2952701
ec354951-600d-436d-aa7b-ce27e595ec72,Relative multiplicative extended Kalman filter for observable GPS-denied navigation,2020,"This work presents a multiplicative extended Kalman filter (MEKF) for estimating the relative state of a multirotor vehicle operating in a GPS-denied environment. The filter fuses data from an inertial measurement unit and altimeter with relative-pose updates from a keyframe-based visual odometry or laser scan-matching algorithm. Because the global position and heading states of the vehicle are unobservable in the absence of global measurements such as GPS, the filter in this article estimates the state with respect to a local frame that is colocated with the odometry keyframe. As a result, the odometry update provides nearly direct measurements of the relative vehicle pose, making those states observable. Recent publications have rigorously documented the theoretical advantages of such an observable parameterization, including improved consistency, accuracy, and system robustness, and have demonstrated the effectiveness of such an approach during prolonged multirotor flight tests. This article complements this prior work by providing a complete, self-contained, tutorial derivation of the relative MEKF, which has been thoroughly motivated but only briefly described to date. This article presents several improvements and extensions to the filter while clearly defining all quaternion conventions and properties used, including several new useful properties relating to error quaternions and their Euler-angle decomposition. Finally, this article derives the filter both for traditional dynamics defined with respect to an inertial frame, and for robocentric dynamics defined with respect to the vehicle’s body frame, and provides insights into the subtle differences that arise between the two formulations. © The Author(s) 2020.",10.1177/0278364920903094
dca49e37-f9f4-428e-8592-3a2da1336bef,Estimating correlations with censored data,2020,"KEY POINT: Including censored observations, when estimating correlations, has a nontrivial impact on the analysis. © 2020, © 2020 Taylor & Francis Group, LLC.",10.1080/08982112.2019.1698744
81d82eb9-b897-4569-8946-5c7c35ec12e8,"Social impact in product design, an exploration of current industry practices",2020,"Though academic research for identifying and considering the social impact of products is emerging, additional insights can be gained from engineers who design products every day. This paper explores current practices in industries used by design engineers to consider the social impact of products. Forty-six individuals from 34 different companies were interviewed to discover what disconnects exist between academia and industry when considering a product's social impact. These interviews were also used to discover how social impact might be considered in a design setting moving forward. This is not a study to find “the state of the art,” but considers the average engineering professional's work to design products in various industries. Social impact assessments (SIA) and social life cycle assessments (SLCA) are two of the most common processes discussed in the literature to evaluate social impact, both generally and in products. Interestingly, these processes did not arise in any discussion in interviews, despite respondents affirming that they do consider social impact in the product design. Processes used to predict social impact, rather than simply evaluate, were discussed by the respondents. These tended to be developed within the company and often related to industry imposed government regulations. To build on this study, the findings herein should be further validated for executives, managers, and engineers. A study specific to these roles should be designed to understand the disconnect better. Additionally, processes should be developed to assist engineers in considering the social impact of their products. Work should also be done to help educate engineers and their leaders on the value of considering the social impact in product design. Copyright © 2019 by ASME",10.1115/1.4045448
644b5ae7-bb99-4ec2-b530-65e032829eaf,An iterative pose estimation algorithm based on epipolar geometry with application to multi-target tracking,2020,"This paper introduces a new algorithm for estimating the relative pose of a moving camera using consecutive frames of a video sequence. State-of-the-art algorithms for calculating the relative pose between two images use matching features to estimate the essential matrix. The essential matrix is then decomposed into the relative rotation and normalized translation between frames. To be robust to noise and feature match outliers, these methods generate a large number of essential matrix hypotheses from randomly selected minimal subsets of feature pairs, and then score these hypotheses on all feature pairs. Alternatively, the algorithm introduced in this paper calculates relative pose hypotheses by directly optimizing the rotation and normalized translation between frames, rather than calculating the essential matrix and then performing the decomposition. The resulting algorithm improves computation time by an order of magnitude. If an inertial measurement unit (IMU) is available, it is used to seed the optimizer, and in addition, we reuse the best hypothesis at each iteration to seed the optimizer thereby reducing the number of relative pose hypotheses that must be generated and scored. These advantages greatly speed up performance and enable the algorithm to run in real-time on low cost embedded hardware. We show application of our algorithm to visual multi-target tracking (MTT) in the presence of parallax and demonstrate its real-time performance on a 640 480 video sequence captured on a UAV. © 2014 Chinese Association of Automation.",10.1109/JAS.2020.1003222
469da8cf-7bc1-41fa-824d-1dada092bd03,Tracking joint angles during whole-arm movements using electromagnetic sensors,2020,"Electromagnetic (EM) motion tracking systems are suitable for many research and clinical applications, including in vivo measurements of whole-arm movements. Unfortunately, the methodology for in vivo measurements of whole-arm movements using EM sensors is not well described in the literature, making it difficult to perform new measurements and all but impossible to make meaningful comparisons between studies. The recommendations of the International Society of Biomechanics (ISB) have provided a great service, but by necessity they do not provide clear guidance or standardization on all required steps. The goal of this paper was to provide a comprehensive methodology for using EM sensors to measure whole-arm movements in vivo. We selected methodological details from past studies that were compatible with the ISB recommendations and suitable for measuring whole-arm movements using EM sensors, filling in gaps with recommendations from our own past experiments. The presented methodology includes recommendations for defining coordinate systems (CSs) and joint angles, placing sensors, performing sensor-to-body calibration, calculating rotation matrices from sensor data, and extracting unique joint angles from rotation matrices. We present this process, including all equations, for both the right and left upper limbs, models with nine or seven degrees-of-freedom (DOF), and two different calibration methods. Providing a detailed methodology for the entire process in one location promotes replicability of studies by allowing researchers to clearly define their experimental methods. It is hoped that this paper will simplify new investigations of whole-arm movement using EM sensors and facilitate comparison between studies. © 2020 American Society of Mechanical Engineers (ASME). All rights reserved.",10.1115/1.4045814
b2e3f78f-9b53-4079-a223-1350bd0270ef,Case study: Noise reduction of a vacuum-assisted toilet,2020,"Flushing a vacuum-assisted toilet generates noise levels that can be disturbing both to users and those nearby. Peak radiated noise levels correlate with the time when the valve opens and closes, while the noise levels when the valve is completely open are also relatively high. Significant noise ranges between 300 Hz and 3000 Hz. It was hypothesized that increasing the in-tube distance between the flush valve and the bowl in addition to increasing the bend radius of the tube would reduce radiated noise levels. These modifications resulted in a reduction of about 14 dB in the radiated noise during the valve opening and closing in addition to a reduction of about 5 dB while the valve is completely opened. Intermediate results of varying the tube length and bend radius are presented to show their effects on the radiated sound levels. Two tube inserts were designed to fit (1) underneath and (2) behind the toilet in a compact manner. They were tested to show that they maintain noise control performance without modifying any other part of the toilet. © 2020 Institute of Noise Control Engineering. © 2020 Institute of Noise Control Engineering. All rights reserved.",10.3397/1/376825
522e5586-a8b3-4453-9df6-2699ef147cf0,Developable mechanisms on right conical surfaces,2020,"An approach for designing developable mechanisms on a conical surface is presented. By aligning the joint axes of spherical mechanisms to the ruling lines, the links can be created in a way that the mechanism conforms to a conical surface. Terminology is defined for mechanisms mapped onto a right cone. Models are developed to describe the motion of the mechanism with respect to the apex of the cone, and connections are made to cylindrical developable mechanisms using projected angles. The Loop Sum Method is presented as an approach to determine the geometry of the cone to which a given spherical mechanism can be mapped. A method for position analysis is presented to determine the location of any point along the link of a mechanism with respect to the conical geometry. These methods are also applied to multiloop spherical mechanisms. © 2020 Elsevier Ltd",10.1016/j.mechmachtheory.2020.103813
b3882133-d997-4d94-872b-6a2cd47b7f63,State-Dependent LQR Control for a Tilt-Rotor UAV,2020,"This paper develops a control scheme capable of controlling a tilt-rotor unmanned aerial vehicle during nominal hover and fixed-wing flight as well as through transitions between flight modes. The control scheme consists of two parts: a low-level angular rate controller and variable mixer, and a trajectory tracking state-dependent LQR controller. In developing this controller we also present an aerodynamic model of a tilt-rotor with parameters for the Convergence aircraft by E-Flite. Finally we present simulation results for a representative trajectory consisting of vertical takeoff and landing as well as fixed-wing flight. © 2020 AACC.",10.23919/ACC45564.2020.9147931
