AuthorId,OrganizationName,Type
57198832579,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States",University
57218097969,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States",University
7003302831,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States",University
16066928300,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States",University
56584019300,"University of Dayton, Dayton, OH  45410, United States",University
57217581937,"University of Dayton, Dayton, OH  45410, United States",University
57214937519,"University of Dayton, Dayton, OH  45410, United States",University
57217581770,"University of Dayton, Dayton, OH  45410, United States",University
55542008600,"University of Dayton, Dayton, OH  45410, United States",University
56714263700,"University of Dayton, Dayton, OH  45410, United States",University
8608718200,"University of Dayton, Dayton, OH  45410, United States",University
57194874146,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States",University
8935141300,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States",University
57194231165,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States",University
6601976036,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States",University
35547089300,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States",University
7004479819,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States",University
55413647400,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States",University
55739722900,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States",University
7201970805,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States",University
57217041570,"Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States",University
57200117690,"Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States",University
57207689986,"Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States",University
57200699937,"Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States",University
7202316035,"Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States",University
35209941000,"Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States",University
57219312906,"Brigham Young University Provo, Computer Science Department Computer Science Department, Utah, 84602, United States",University
57215534774,"Brigham Young University Provo, Computer Science Department Computer Science Department, Utah, 84602, United States",University
35303536900,"Brigham Young University Provo, Computer Science Department Computer Science Department, Utah, 84602, United States",University
57216811262,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
8705255200,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57218879246,"National Chiao Tung University, Electrical and Computer Engineering, Hsinchu, Taiwan",University
57218883196,"National Chiao Tung University, Electrical and Computer Engineering, Hsinchu, Taiwan",University
57218883472,"National Chiao Tung University, Electrical and Computer Engineering, Hsinchu, Taiwan",University
57218875152,"National Chiao Tung University, Electrical and Computer Engineering, Hsinchu, Taiwan",University
36444802300,"National Chiao Tung University, Electrical and Computer Engineering, Hsinchu, Taiwan",University
7402967162,"Lafayette College, Easton, PA, United States",Company
56196521900,"Lafayette College, Easton, PA, United States",Company
35597296700,"Lafayette College, Easton, PA, United States",Company
55649569259,"Lafayette College, Easton, PA, United States",Company
55849071700,"Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States",University
57190404271,"Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States",University
35562442700,"Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States",University
7006542177,"Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States",University
36668159600,"Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States",University
57215136260,"Statistical Sciences Group, CCS-6, Los Alamos National Laboratory, Santa Fe, NM, United States",Company
56442655200,"Statistical Sciences Group, CCS-6, Los Alamos National Laboratory, Santa Fe, NM, United States",Company
55827824100,"Statistical Sciences Group, CCS-6, Los Alamos National Laboratory, Santa Fe, NM, United States",Company
57197773578,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84604, United States",University
57204761536,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84604, United States",University
7004300863,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84604, United States",University
8421746800,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84604, United States",University
57203660684,"Brigham Young University, Provo, UT  84058, United States",University
57218095797,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57218102993,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57218105310,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57197795830,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
14033673100,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57205285411,"Department of Physics and Astronomy, Brigham Young University, United States",University
57205288709,"Department of Physics and Astronomy, Brigham Young University, United States",University
57205293533,"Department of Physics and Astronomy, Brigham Young University, United States",University
6701746882,"Department of Physics and Astronomy, Brigham Young University, United States",University
10141271600,"Department of Physics and Astronomy, Brigham Young University, United States",University
7202277096,"Department of Physics and Astronomy, Brigham Young University, United States",University
6701720294,"Department of Mechanical Engineering, Brigham Young University, 350 EB, Provo, UT  84602, United States",University
57211516485,"Department of Mechanical Engineering, Brigham Young University, 350 EB, Provo, UT  84602, United States",University
57200077532,"BYU MAGICC Lab., United States",Company
55613237293,"BYU MAGICC Lab., United States",Company
57208246750,"School of Electrical Computer and Energy Engineering (ECEE), Arizona State University (ASU), Tempe, AZ, United States",University
57206834042,"School of Electrical Computer and Energy Engineering (ECEE), Arizona State University (ASU), Tempe, AZ, United States",University
7003292762,"School of Electrical Computer and Energy Engineering (ECEE), Arizona State University (ASU), Tempe, AZ, United States",University
19638969800,"School of Electrical Computer and Energy Engineering (ECEE), Arizona State University (ASU), Tempe, AZ, United States",University
55301279200,"School of Electrical Computer and Energy Engineering (ECEE), Arizona State University (ASU), Tempe, AZ, United States",University
7402258065,"Department of Statistics, Brigham Young University, Provo, UT, United States",University
36987999600,"Department of Electrical and Computer Engineering, University of Texas at Dallas, Richardson, TX  75083, United States",University
7003868048,"Department of Electrical and Computer Engineering, University of Texas at Dallas, Richardson, TX  75083, United States",University
57190402922,"Mechanical Engineering, Brigham Young University, Provo, UT, United States",University
57199050938,"Department of Material Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States",University
57211158470,"Department of Material Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States",University
57195286623,"Department of Material Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States",University
35790633100,"Department of Material Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States",University
12142543700,"Department of Material Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States",University
8715877100,"Department of Material Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States",University
8929123100,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States",University
57215607275,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States",University
57215609504,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States",University
57200118993,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States",University
57215613881,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States",University
57215598228,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States",University
57211987837,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States",University
57209538650,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States",University
7005636820,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States",University
57202910818,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
55213245300,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
57211642778,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
57196372172,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
57208225620,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
57209824884,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
6701646284,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
57216751001,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
57216748895,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
36913263000,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
57217283178,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
57216749286,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
7005357023,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
57192943554,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
56709287700,"Brigham Young University, Electrical and Computer Engineering Department, 450 Engineering Building, Provo, UT  84602, United States",University
7003772744,"Brigham Young University, Provo, UT  84602, United States",University
57195970826,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
57203943386,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
57193834529,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
57203942414,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
7410190129,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
7007046711,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
7006111578,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States",University
56371366400,"Brigham Young University, Computer Science Department, Provo, United States",University
57202818911,"Brigham Young University, Computer Science Department, Provo, United States",University
7102523474,"Brigham Young University, Computer Science Department, Provo, United States",University
7003927879,"School of Mathematics, Georgia Institute of Technology, 686 Cherry Street, Atlanta, GA  30332, United States",University
57217245563,"School of Mathematics, Georgia Institute of Technology, 686 Cherry Street, Atlanta, GA  30332, United States",University
57198519795,"School of Mathematics, Georgia Institute of Technology, 686 Cherry Street, Atlanta, GA  30332, United States",University
55100119300,"School of Mathematics, Georgia Institute of Technology, 686 Cherry Street, Atlanta, GA  30332, United States",University
39861044100,"Department of Civil and Environmental Engineering, Brigham Young University, Provo, UT, United States",University
36708895400,"Department of Civil and Environmental Engineering, Brigham Young University, Provo, UT, United States",University
56692412900,"Department of Space Earth and Environment, Division of Energy Technology, Chalmers University of Technology, Gothenburg, 41296, Sweden",University
57211105311,"Department of Space Earth and Environment, Division of Energy Technology, Chalmers University of Technology, Gothenburg, 41296, Sweden",University
7202518970,"Department of Space Earth and Environment, Division of Energy Technology, Chalmers University of Technology, Gothenburg, 41296, Sweden",University
12445742400,"Department of Space Earth and Environment, Division of Energy Technology, Chalmers University of Technology, Gothenburg, 41296, Sweden",University
57218836048,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
57194504247,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
7202040335,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
14631026900,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
55159798000,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
54941111500,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
55258876800,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
7006038251,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
20735824800,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
55846910700,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
6602657620,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
14033765300,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
13005462200,"Los Alamos National Lab, Los Alamos, NM  87544, United States",Company
55770396700,"Nuclear Engineering Department, University of California-Berkeley, Berkeley, CA, United States",University
56735940800,"Nuclear Engineering Department, University of California-Berkeley, Berkeley, CA, United States",University
23099630500,"Nuclear Engineering Department, University of California-Berkeley, Berkeley, CA, United States",University
57215680724,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States",University
57205652801,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States",University
57195427378,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States",University
57215684781,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States",University
57215687139,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States",University
57215697686,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States",University
56251876800,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States",University
7202687601,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States",University
56514586700,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States",University
57197765353,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57188681207,"Mechanical Engineering Department, Brigham Young University, Provo, UT, United States",University
36349287300,"Mechanical Engineering Department, Brigham Young University, Provo, UT, United States",University
57189235340,"Brigham Young University, Department Electrical and Computer Engineering, Provo, United States",University
55547123342,"Brigham Young University, Department Electrical and Computer Engineering, Provo, United States",University
25639041400,"Brigham Young University, Department Electrical and Computer Engineering, Provo, United States",University
55967471000,"Brigham Young University, Department Electrical and Computer Engineering, Provo, United States",University
57218221803,"Brigham Young University, Department Electrical and Computer Engineering, Provo, United States",University
56387524600,"Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States",University
57202735625,"Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States",University
7003381644,"Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States",University
6701834327," Electronics and Communication Engineering, Sri Sivasubramaniya College of Engineering, Kalavakkam, India",Company
57202445593,"Chalmers University of Technology, Gothenburg, 41296, Sweden",University
7004609408," Consultant, 72 Lomitas Road, Danville, CA  94526, United States",Company
8660143800," Brigham Young University, Provo, UT  84602, United States",University
6506736843," Brandenburgische Technische Universität Cottbus-Senftenberg 01968, Germany and Chalmers University of Technology, Gothenburg, 41296, Sweden",University
6507359986,"Supervising Transportation Engineer, California High Speed Rail Authority, Sacramento, CA  95814, United States",Company
57214365851,"Supervising Transportation Engineer, California High Speed Rail Authority, Sacramento, CA  95814, United States",Company
57212088299,"Supervising Transportation Engineer, California High Speed Rail Authority, Sacramento, CA  95814, United States",Company
7003663333,"Supervising Transportation Engineer, California High Speed Rail Authority, Sacramento, CA  95814, United States",Company
6602889035,"Supervising Transportation Engineer, California High Speed Rail Authority, Sacramento, CA  95814, United States",Company
57216181629,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
36245410800,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
57191110417,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
56622088300,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
57195921912,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
57215904613,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
7402756644,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
57217317667,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
57195591421,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
57217789464,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
57216183270,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
57207901363,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
34873697600,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
56767836200,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
7102900497,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States",University
57202776341,"Departments of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57212879455,"Departments of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57212877661,"Departments of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57212877401,"Departments of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States",University
35262249500,"Departments of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States",University
7102405529,"Departments of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57212107391,"Electrical and Computer Engineering, Brigham Young Univeristy, Provo, UT, United States",Company
57216754583,"Electrical and Computer Engineering, Brigham Young Univeristy, Provo, UT, United States",Company
8342785400,"Electrical and Computer Engineering, Brigham Young Univeristy, Provo, UT, United States",Company
57190228554,"Pacific Northwest National Laboratory, Richland, WA, United States",Company
7102879142," Brigham Young University, Provo, UT, United States",University
57214076898,"Mechanical Engineering Department, Brigham Young University, Provo, UT  84602, United States",University
57198146081,"Mechanical Engineering Department, Brigham Young University, Provo, UT  84602, United States",University
7006441571,"Mechanical Engineering Department, Brigham Young University, Provo, UT  84602, United States",University
55971908500,"College of Engineering, South China Agricultural University, Guangzhou, China",University
54415193700,"College of Engineering, South China Agricultural University, Guangzhou, China",University
56489679500,"College of Engineering, South China Agricultural University, Guangzhou, China",University
55522618700,"College of Engineering, South China Agricultural University, Guangzhou, China",University
55864283000,"College of Engineering, South China Agricultural University, Guangzhou, China",University
57209110872,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84604, United States",University
57206455220,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84604, United States",University
7103248108,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84604, United States",University
57191108291,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
57212383793,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
57212379321,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
57202904399,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
7403279876,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
6507391043,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States",University
57196261400,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States",University
57214229367,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States",University
57214855898,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57215031057,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
6701610428,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
7403218372,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57200515115,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57194698845,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
35409277700,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States",University
57193749678,"Department of Mechanical Engineering, Brigham Young University, 460 Engineering Building, Provo, UT  84602, United States",University
55457444300,"Department of Mechanical Engineering, Brigham Young University, 460 Engineering Building, Provo, UT  84602, United States",University
6701863708,"Department of Mechanical Engineering, Brigham Young University, 460 Engineering Building, Provo, UT  84602, United States",University
57201666213,"Department of Chemistry and Biochemistry, Brigham Young University, C100 Benson Building, Provo, UT  84602, United States",University
55694540600,"Department of Chemistry and Biochemistry, Brigham Young University, C100 Benson Building, Provo, UT  84602, United States",University
7003545107,"Department of Chemistry and Biochemistry, Brigham Young University, C100 Benson Building, Provo, UT  84602, United States",University
13406135400,"Department of Chemistry and Biochemistry, Brigham Young University, C100 Benson Building, Provo, UT  84602, United States",University
57203017789,"Department of Electrical and Computer Engineering, University of Colorado Colorado Springs, Colorado Springs, CO  80918, United States",University
6701609778,"Department of Electrical and Computer Engineering, University of Colorado Colorado Springs, Colorado Springs, CO  80918, United States",University
7005052477,"Marriott School of Management, Brigham Young University, Provo, UT, United States",University
8750608700,"Marriott School of Management, Brigham Young University, Provo, UT, United States",University
57214071214,"Marriott School of Management, Brigham Young University, Provo, UT, United States",University
57193518829,"Department of Mechanical Engineering, Brigham Young University, 350 Engineering Building, Provo, UT  84602, United States",University
7006583274,"Department of Mechanical Engineering, Brigham Young University, 350 Engineering Building, Provo, UT  84602, United States",University
55359526600,"Department of Mechanical Engineering, Brigham Young University, 350 Engineering Building, Provo, UT  84602, United States",University
56911636200,"Department of Mechanical Engineering, Brigham Young University, 350 Engineering Building, Provo, UT  84602, United States",University
55272011900,"Department of Mechanical Engineering, Brigham Young University, 350 Engineering Building, Provo, UT  84602, United States",University
57203486012,"Department of Mechanical Engineering, Brigham Young University, 350 Engineering Building, Provo, UT  84602, United States",University
57202293242,"Curtin University, Faculty of Business, CDT 250, Miri, Sarawak  98009, Malaysia",University
57203024588,"Curtin University, Faculty of Business, CDT 250, Miri, Sarawak  98009, Malaysia",University
57160053200,"Curtin University, Faculty of Business, CDT 250, Miri, Sarawak  98009, Malaysia",University
36006215900,"Curtin University, Faculty of Business, CDT 250, Miri, Sarawak  98009, Malaysia",University
55944615300,"Curtin University, Faculty of Business, CDT 250, Miri, Sarawak  98009, Malaysia",University
57191995369,"School of Physical Science and Technology, Southwest Jiaotong University, Chengdu, Sichuan, China",University
57195515828,"Chemical Engineering Department, Brigham Young University, Provo, UT, United States",University
57211443769,"Chemical Engineering Department, Brigham Young University, Provo, UT, United States",University
57211435896,"Chemical Engineering Department, Brigham Young University, Provo, UT, United States",University
7005408810,"Chemical Engineering Department, Brigham Young University, Provo, UT, United States",University
57219015425,"Department of Manufacturing Engineering, Brigham Young University, United States",University
55813139600,"Department of Manufacturing Engineering, Brigham Young University, United States",University
57203836305,"Department of Manufacturing Engineering, Brigham Young University, United States",University
57219009389,"Department of Manufacturing Engineering, Brigham Young University, United States",University
57219005376,"Department of Manufacturing Engineering, Brigham Young University, United States",University
57219006078,"Department of Manufacturing Engineering, Brigham Young University, United States",University
57218481091,"Electrical and Computer Engineering, Brigham Young University, 6756 Provo, Utah United States (e-mail: sequoiap4@gmail.com)",University
57217024741," Electrical and Computer Engineering, Brigham Young University, 6756 Provo, Utah United States (e-mail: hygunth@gmail.com)",University
57218482479," Electrical and Computer Engineering, Brigham Young University, 6756 Provo, Utah United States 84602-0002 (e-mail: camacho@byu.edu)",University
34873482400,"Brigham Young University, Provo, UT  84602, United States",University
6507317548,"Brigham Young University, Provo, UT  84602, United States",University
54781821400,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States",University
57215052018,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States",University
57215058041,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States",University
