Name,Year,ConferenceId,EditionId
NumIDGIG9,2018,3129eceb-4dd7-4a19-81ff-f0060aba96ef,ba9d13bd-8b47-4a89-a82c-b979c3bcc547
Num881C7A,2018,3129eceb-4dd7-4a19-81ff-f0060aba96ef,1e20fcab-7a3e-4223-abf7-914263701d38
NumJNKK4X,2018,3129eceb-4dd7-4a19-81ff-f0060aba96ef,21d19b9e-6209-4e50-9a61-1811c97c57b5
ICT0TCTJD,2019,c5079680-b248-44d1-8809-677bde497eed,06f0fa68-8600-4c7a-94e3-8ebdf92d81ba
ICT6PJMCV,2019,c5079680-b248-44d1-8809-677bde497eed,34df64c3-a7ce-45a7-b4e8-fc8d46ab646a
ICTQDWCL8,2019,c5079680-b248-44d1-8809-677bde497eed,f5c5a4b0-0d5e-4490-9cb3-fffb97555535
ICT9LRHI3,2019,c5079680-b248-44d1-8809-677bde497eed,5fbb744d-f794-4168-804a-7d582e4acc9b
ICTP7HQGZ,2019,c5079680-b248-44d1-8809-677bde497eed,ed3d44ef-d8c8-4a8b-b7cf-8dd7f31ee32c
ICT4LUSBG,2019,c5079680-b248-44d1-8809-677bde497eed,69c1f2eb-226e-4a03-8e9a-084440cd8e31
ICT07QDCW,2019,c5079680-b248-44d1-8809-677bde497eed,b05b10af-6c5a-4f5c-b217-1a508a4fd076
ECCQ8QXCG,2020,a3095fcf-526e-404b-8ec7-4a1ab09a13b2,9bbd4794-f7df-4c0e-90c8-c4dcea6df7d5
ECCEBOI31,2020,a3095fcf-526e-404b-8ec7-4a1ab09a13b2,5657220d-7ec2-444a-84d2-307c963cc7f9
ECC3G5IED,2020,a3095fcf-526e-404b-8ec7-4a1ab09a13b2,81a692b1-e332-470a-9447-a13d64770b25
ICC1CBR83,2018,25ed0290-2c64-428b-90b0-782f4d9554ce,d5a6502d-7905-4591-9624-2b50e432366e
ICCENITKQ,2018,25ed0290-2c64-428b-90b0-782f4d9554ce,cd96fe94-beda-4459-88ce-bcc06c547e14
ICCFC93GQ,2018,25ed0290-2c64-428b-90b0-782f4d9554ce,d24c70ef-4bcb-4977-bfad-00e8008c44da
ICCTTF47T,2018,25ed0290-2c64-428b-90b0-782f4d9554ce,bfe7600d-191f-4c78-a082-fa3ea80ddd16
EmpHH6JFJ,2018,379fe419-2aa6-46c2-a5d7-f72454ce01ad,21381685-5292-4423-80a7-b161a00cdaea
EmpVUH0ZY,2018,379fe419-2aa6-46c2-a5d7-f72454ce01ad,d09559f4-b3dd-4593-8873-a3d5b30913ad
EmpLZRRJM,2018,379fe419-2aa6-46c2-a5d7-f72454ce01ad,43ab7469-1a22-4903-b031-3586774f6823
EmpH335YK,2018,379fe419-2aa6-46c2-a5d7-f72454ce01ad,3addad36-4ab3-40d8-8d01-adde33ed9752
Emp1PCUG9,2018,379fe419-2aa6-46c2-a5d7-f72454ce01ad,cf054a8f-0083-4358-b313-9801a85967d9
EmpHJ0TTI,2018,379fe419-2aa6-46c2-a5d7-f72454ce01ad,d259c82b-1a00-449c-b733-614c73ff7a73
EmpRFU89G,2018,379fe419-2aa6-46c2-a5d7-f72454ce01ad,e4a34a4d-3095-4a47-9e83-8f4abad5b2ae
MFCZQBNZU,2020,27c91b26-659d-4571-8ee2-8d064190614f,5298a2a4-32bd-42b5-91b8-ecd1d0b3eb26
MFCDL2IGU,2020,27c91b26-659d-4571-8ee2-8d064190614f,91fa1274-b8d4-46bd-aaa8-b24f72df9dfd
ISP91FB2U,2021,de74e8c4-1557-47bf-a7c8-0b265c33930d,1de459e2-cb92-4869-b332-ce4f9f4a424f
ISPARXLBR,2021,de74e8c4-1557-47bf-a7c8-0b265c33930d,c7a628ea-9580-4b6f-ab72-9670aeef67d6
ISPU9FDWD,2021,de74e8c4-1557-47bf-a7c8-0b265c33930d,1c96874f-ac53-48b1-8759-8190d0012c3e
LogXGQP0S,2018,8ff81357-a5a9-4034-814c-281746dea186,30e4664a-9958-4adc-9aa6-5500d386a57c
LogXJDF79,2018,8ff81357-a5a9-4034-814c-281746dea186,3d00e32c-9d08-4f42-a2c6-f43bbc45aa5c
LogQAQWPX,2018,8ff81357-a5a9-4034-814c-281746dea186,ef167657-ea5b-4411-a421-d031690c027b
LogX4GR6L,2018,8ff81357-a5a9-4034-814c-281746dea186,c778b9fa-a5ee-4af0-bd65-95e44027df72
ICAIHGP1F,2022,ed078d6e-6cdb-490e-bdeb-52b12ae0fd9b,36160fd6-1e23-4ea9-b4af-a1c0f17d1f12
ICAX1F6EQ,2022,ed078d6e-6cdb-490e-bdeb-52b12ae0fd9b,3d7d396e-b0ea-4475-8c2b-846847229c22
CHE92DF6N,2019,a5acffcb-8d2e-42d5-84b7-2846d9e56ced,6601cdde-adcd-49c1-87e5-b2d54211c799
CHEX8DBXX,2019,a5acffcb-8d2e-42d5-84b7-2846d9e56ced,c6bdf731-8483-437d-9fc7-fc6745b366af
CHECVNPDQ,2019,a5acffcb-8d2e-42d5-84b7-2846d9e56ced,42988e94-d4e8-407a-bb2c-9b2d8651c277
CHE74VW8D,2019,a5acffcb-8d2e-42d5-84b7-2846d9e56ced,978b884b-2ad3-44a1-abd5-2f1d9376aed3
CHE0XGSJ7,2019,a5acffcb-8d2e-42d5-84b7-2846d9e56ced,f2feb968-e6fb-4235-b86d-b5cdce92326c
PIT36C4EZ,2022,7b226cb0-1812-4b34-b0fe-62c797021f7c,13dc6ca1-b894-4c51-a950-3a6f502cd74c
PITQC0E05,2022,7b226cb0-1812-4b34-b0fe-62c797021f7c,d52560a1-6f4d-4380-b1bd-6a0ee8ee5ce7
PITS5ZBL1,2022,7b226cb0-1812-4b34-b0fe-62c797021f7c,73c5e71d-2b93-46fc-a5a2-e3e181d68524
PITXXWE2J,2022,7b226cb0-1812-4b34-b0fe-62c797021f7c,89e6728b-fdcd-4766-b9ff-08368bce6fcb
PITBMFDM2,2022,7b226cb0-1812-4b34-b0fe-62c797021f7c,d0e5dc11-cfc5-40ea-8b89-7549d8250a79
SmaM8LTND,2020,e3d50d07-bf6a-4675-aef4-315373dbd81c,931d8266-caac-4d5d-87ed-5de81ca81d88
Sma5Q6VF8,2020,e3d50d07-bf6a-4675-aef4-315373dbd81c,66c99b55-6f58-45bb-9daf-d87f291669f1
SmaU58EKV,2020,e3d50d07-bf6a-4675-aef4-315373dbd81c,ee4c7ce1-2384-4a81-b1c2-4fedde2c153b
SmaNLJMF5,2020,e3d50d07-bf6a-4675-aef4-315373dbd81c,d64467e9-cc86-4c46-a319-9ec7c9d36edd
D/P65Z4V8,2021,ce06d35e-52f3-42cf-bb26-23c58792962e,b99967e3-3ec0-433a-88cc-b8f850f75c6d
D/PDXS2KJ,2021,ce06d35e-52f3-42cf-bb26-23c58792962e,84273c72-b8fd-4499-b3d8-d7e4f98c043d
D/P7MM4F1,2021,ce06d35e-52f3-42cf-bb26-23c58792962e,e6861de0-a81a-447d-8bce-44a8bcce85fa
D/P2HWABS,2021,ce06d35e-52f3-42cf-bb26-23c58792962e,c178f54d-9261-48b8-a262-28693f54693f
D/PBESC6J,2021,ce06d35e-52f3-42cf-bb26-23c58792962e,20768d3e-1319-44b3-a85e-e1da40f45a3a
D/P39VMRL,2021,ce06d35e-52f3-42cf-bb26-23c58792962e,938f2949-65db-406c-8a0a-8e9a7bc7a6b3
D/PNJP5MG,2021,ce06d35e-52f3-42cf-bb26-23c58792962e,a03b7222-ca02-47a0-92c3-d2b22bd9c0d3
Bel5MLV6Z,2020,b53e50ab-7622-419c-b41c-41d004e22574,f5f14787-ae38-4005-b7f8-c27dea016ff1
BelUPSEUH,2020,b53e50ab-7622-419c-b41c-41d004e22574,7ac2e5c0-2ae2-4c4e-919c-7c9da822760a
Bel7D4WYC,2020,b53e50ab-7622-419c-b41c-41d004e22574,ad222b64-49c1-4106-bdc7-f32af0d8c645
Bel52CLFA,2020,b53e50ab-7622-419c-b41c-41d004e22574,0da4d939-59d2-4446-ae37-56443a5b4fb2
BelXWWRXC,2020,b53e50ab-7622-419c-b41c-41d004e22574,31d8386f-de78-43be-80e9-0e0cb31183ba
BelDUTHNC,2020,b53e50ab-7622-419c-b41c-41d004e22574,e3284522-f712-4c11-86dd-57d0b9b07388
BelWBYYMB,2020,b53e50ab-7622-419c-b41c-41d004e22574,656cf349-2c6c-4a41-942f-e083d9150562
Bel5NDLP4,2020,b53e50ab-7622-419c-b41c-41d004e22574,89d1a52c-a7fc-443b-b482-f6f90ab412d1
FGC040CKL,2020,9c5625ee-4909-4362-93fc-96faebdca08c,97f804ff-fd8e-48fb-a4e1-4f688b12a25d
FGCTZ1LYG,2020,9c5625ee-4909-4362-93fc-96faebdca08c,d6f46b7b-a58b-4494-af44-d167bd44444a
FGCYYARBR,2020,9c5625ee-4909-4362-93fc-96faebdca08c,8afec567-adfa-44b6-b14a-81973e33bfe2
FGC0WU6YU,2020,9c5625ee-4909-4362-93fc-96faebdca08c,a1bba8fd-60ab-496e-bed3-de37f8de52f8
BDVXP0T0U,2020,18d82fd7-d849-4f5c-ab78-db4da8a69573,70a27178-0ff0-45c6-8f91-bf5a715fd6bd
BDVESJSBW,2020,18d82fd7-d849-4f5c-ab78-db4da8a69573,988e423d-a40e-4770-9f77-47f2cd93d43a
BDV4T7CQ8,2020,18d82fd7-d849-4f5c-ab78-db4da8a69573,68a2cbb3-6286-417e-9b3d-0d05f0964e32
AMTCVMV06,2019,c9074bc5-4772-407b-9eb9-a5a8efe1faab,bb9d8203-c508-4f43-8ddd-280beeb5a928
AMT4JBG2M,2019,c9074bc5-4772-407b-9eb9-a5a8efe1faab,fad851ac-c87a-4131-b2d1-cb7733db572d
AMTA7MZCP,2019,c9074bc5-4772-407b-9eb9-a5a8efe1faab,5bf1ff60-a5fc-4be0-b289-244d611eff90
AMTKZWWM9,2019,c9074bc5-4772-407b-9eb9-a5a8efe1faab,cd98917d-c71f-4c0d-ae2b-dbf1ad131972
ABZ0I2L97,2019,5961b425-9f36-4400-9c09-810c1e25daf4,c2fa60fc-3e20-42fd-94a6-8ba55fc72672
ABZ7W8PAC,2019,5961b425-9f36-4400-9c09-810c1e25daf4,f11a2aeb-649a-4a8a-bcd0-414e720c50f5
ISP05ZWTK,2017,0ec16c3e-9acb-4370-a2d8-9ac626763817,03428be3-15bf-4c12-b4b6-ea9f5ff6cbd9
ISPKFK1F0,2017,0ec16c3e-9acb-4370-a2d8-9ac626763817,352fc326-6ada-4410-bdd2-39dd06feac5e
ISPNGYTVH,2017,0ec16c3e-9acb-4370-a2d8-9ac626763817,78465938-646d-4fce-a4a6-6b1358ecd6c1
ISP7JH2G8,2017,0ec16c3e-9acb-4370-a2d8-9ac626763817,7a6727aa-b654-4f28-b0d3-a763bce50447
ACI9HL66G,2017,aaa92466-1e28-4079-a924-c58efcb21f57,f816c52c-c98a-4bbf-861f-2058e5f4f26d
ACIR3CUJP,2017,aaa92466-1e28-4079-a924-c58efcb21f57,2a621f94-a2d2-4a95-b742-a017bbb1121a
ACITUJHXS,2017,aaa92466-1e28-4079-a924-c58efcb21f57,bd7f0c4a-0fe4-48cc-879d-808c1b4c7489
ACIW8N528,2017,aaa92466-1e28-4079-a924-c58efcb21f57,f75a80f7-9668-480b-953a-dee7d694d961
ACIQ18BV5,2017,aaa92466-1e28-4079-a924-c58efcb21f57,b66f2ddd-7bec-41cc-9928-e289ec2092e7
ACIG29KR2,2017,aaa92466-1e28-4079-a924-c58efcb21f57,1eaa1d95-c597-4425-abbc-c7469fc8b079
ACI8FHKFT,2017,aaa92466-1e28-4079-a924-c58efcb21f57,7dce1dc3-eeef-48b8-8b7b-1219515e3c83
SVVZW3CPP,2018,3d6e040d-ea02-402b-b067-c24447026553,af7f961d-1e2c-425e-b4ff-7c00bf69b092
SVV69BEXO,2018,3d6e040d-ea02-402b-b067-c24447026553,feefb2fd-7044-4c3f-b116-e0489f701886
SVVZMUF7E,2018,3d6e040d-ea02-402b-b067-c24447026553,75bedd3a-1a31-4b5f-a6a3-d4b0a0910e33
SVVQ7E34D,2018,3d6e040d-ea02-402b-b067-c24447026553,d407ae23-f1b7-45f6-9c2b-2e31a78aef45
SVVCWJQAV,2018,3d6e040d-ea02-402b-b067-c24447026553,c5d113d5-bd73-4d6f-a7cf-78dce3076478
SVVLJRLQ9,2018,3d6e040d-ea02-402b-b067-c24447026553,6f37b8f8-d0a3-40f5-bddd-d62df6ba8dc7
SVVAI1ZZ4,2018,3d6e040d-ea02-402b-b067-c24447026553,0c5ef3a2-c44d-463d-9e0e-7a60edbcd7a7
Mul2BITAA,2019,5fec735c-a7c2-42f2-9824-7fbcbb627d37,7cfc40ec-4ddc-4160-87b3-5c707db5a511
Mul1GWGAA,2019,5fec735c-a7c2-42f2-9824-7fbcbb627d37,443abcde-12cf-4173-b901-49f28aec4269
MulT7WG8G,2019,5fec735c-a7c2-42f2-9824-7fbcbb627d37,720205c8-497c-47e0-bf5e-2ca458480c5d
MulKGRUBC,2019,5fec735c-a7c2-42f2-9824-7fbcbb627d37,1f04f127-8ad3-43c9-b36a-56dcef1fd1d8
MulMWWI59,2019,5fec735c-a7c2-42f2-9824-7fbcbb627d37,83949b42-a859-420b-912d-ec5eebccde5b
MulY604AG,2019,5fec735c-a7c2-42f2-9824-7fbcbb627d37,94c6d635-d46d-40c9-8066-4337211bf62d
MulN9L467,2019,5fec735c-a7c2-42f2-9824-7fbcbb627d37,a53a06b4-c701-445f-84db-f3a3a772072e
MulSFBPNV,2019,5fec735c-a7c2-42f2-9824-7fbcbb627d37,f00a42aa-24c9-4ef9-a236-75c36f6234c1
ISGMEI5G9,2019,71fb9b7f-bf74-4af7-9bac-4c9356a3a513,7897e9e9-f8f2-4ce4-b5e2-73bfedf760e0
ISGXQOYI9,2019,71fb9b7f-bf74-4af7-9bac-4c9356a3a513,dbe85c07-281a-4c33-a317-1e71fb5959f8
ISGZNGPOW,2019,71fb9b7f-bf74-4af7-9bac-4c9356a3a513,0bba99b0-faf6-495a-82a5-86421c90eca1
ISGULPIZK,2019,71fb9b7f-bf74-4af7-9bac-4c9356a3a513,f775a101-5d9b-426c-a941-82186d94510d
eBIZRYRC0,2019,db50497f-23b1-445c-9325-b14efb4464e5,26f03583-1f3e-4d67-b033-6e8758d19a56
eBI0E2A17,2019,db50497f-23b1-445c-9325-b14efb4464e5,ebafcada-232b-486c-85ae-280dc76a1812
eBIE5DWLM,2019,db50497f-23b1-445c-9325-b14efb4464e5,f86bdfd6-b65a-459f-b301-55d735b7023a
UCOZP1N2,2020,bc3f0a65-fd17-416e-9353-a42053ebfb29,e5ea2e42-c789-44c2-8186-e410cfa5bb28
UCEULX5X,2020,bc3f0a65-fd17-416e-9353-a42053ebfb29,935a36f7-894b-4938-96f8-0afc8cffa9f1
UCYUTJ17,2020,bc3f0a65-fd17-416e-9353-a42053ebfb29,7fa90c0f-f453-4b28-9215-bdbf73877882
UC62JW0R,2020,bc3f0a65-fd17-416e-9353-a42053ebfb29,de401666-a21d-475c-8885-b8ea90ee2d9a
OffLPYJTB,2021,ea998014-fa66-4b73-9eab-46ac9dd62b5f,efc56247-7b4e-4e70-9b4c-951eef1b4d58
OffDGB30I,2021,ea998014-fa66-4b73-9eab-46ac9dd62b5f,fb355d66-d099-4bc1-bfcc-270bd67660f4
OffPHIFU8,2021,ea998014-fa66-4b73-9eab-46ac9dd62b5f,9e8d40ed-c448-43f1-8b75-1317fc3e778c
Off0FPVVG,2021,ea998014-fa66-4b73-9eab-46ac9dd62b5f,1637576a-379a-481a-84dc-8840ad5b9400
COR23WP55,2017,990c2341-fbf0-4c00-adc0-b92928cb0f1b,a26aba2a-8c1c-4550-9c7b-2de8b054b050
CORV3QWP7,2017,990c2341-fbf0-4c00-adc0-b92928cb0f1b,584ff66f-f52b-4af9-a79d-1d074989cfbc
CORTUWR4B,2017,990c2341-fbf0-4c00-adc0-b92928cb0f1b,a9575f2d-0c3c-406d-8482-c1d4cb9c15c4
COR27DDOC,2017,990c2341-fbf0-4c00-adc0-b92928cb0f1b,6227eae8-50f8-40d5-83ef-50465a5c4bfb
COR3P9HYO,2017,990c2341-fbf0-4c00-adc0-b92928cb0f1b,367c6788-fd15-497a-aef5-83627734c0ff
COR407102,2017,990c2341-fbf0-4c00-adc0-b92928cb0f1b,3ef8302f-9312-4f1a-ace7-64da0be461b9
WNATG8W65,2018,5b13b708-ec92-4ac7-b131-4d64b0651e56,25f2774b-cf49-42ba-9ff5-2d1172b930cf
WNA9QY494,2018,5b13b708-ec92-4ac7-b131-4d64b0651e56,a115a236-bfe9-4f4d-b9b3-41ed3f2d3636
WNAJKBLNS,2018,5b13b708-ec92-4ac7-b131-4d64b0651e56,bfba448a-5852-49d7-b055-d1cd0921a4f3
I3EUFZL3I,2017,cc76016d-0ff5-49f8-b113-a0fe0708e5d1,734a324a-d39a-418a-ba9d-2ccad2488e0f
I3EJVI5X7,2017,cc76016d-0ff5-49f8-b113-a0fe0708e5d1,57720b21-82c1-4e30-8fc6-21f1582ba676
BusGN2HQE,2022,ffb6a757-c72e-4c3c-ae46-0f29ccd96462,6c65b0b1-1f9c-4a80-a4c6-1929ea2f1974
BusMKOT2X,2022,ffb6a757-c72e-4c3c-ae46-0f29ccd96462,0c172e89-d8c5-49d3-9157-161ab22616a6
BusYZVHPP,2022,ffb6a757-c72e-4c3c-ae46-0f29ccd96462,ee5079b8-a0da-4245-9a1b-fab302c40c38
CSR0NF8WC,2017,5584fe6c-81e1-4c53-83d0-e818ba3a6964,5b2caa2c-9dbe-4152-b83e-8618bcbc3805
CSRL2MN30,2017,5584fe6c-81e1-4c53-83d0-e818ba3a6964,2b4d6922-70df-4c3f-9f9d-ae7973e3b5af
CSR8EWSNC,2017,5584fe6c-81e1-4c53-83d0-e818ba3a6964,a4aa740a-6d08-4d88-8544-5987ffbd6b4f
CSRL4YIPV,2017,5584fe6c-81e1-4c53-83d0-e818ba3a6964,8ebb0b51-b7a8-4edf-acb1-06fa4ea5054d
CSRD5JV97,2017,5584fe6c-81e1-4c53-83d0-e818ba3a6964,5ae21d95-3df4-49d1-aaa8-1c24263ff69b
CSRIFJHRL,2017,5584fe6c-81e1-4c53-83d0-e818ba3a6964,9573c53c-8e9b-4b9d-8a53-4af22c645d86
CSR5V69AU,2017,5584fe6c-81e1-4c53-83d0-e818ba3a6964,27f91ca9-303e-4d9d-a123-6a50d86f85d0
CSRDGIX1L,2017,5584fe6c-81e1-4c53-83d0-e818ba3a6964,46d180c9-ee60-4ebb-95a0-ead6b4d6f33a
CIA03O7SS,2020,f2a1b24d-1c36-4af1-89ca-a3a3e30c00aa,1aa4a75c-4030-4783-b548-a3cb3f807b82
Urb13J10U,2022,93e25c27-1693-4560-b50f-6db394fd9e11,4e971b77-2bdd-448a-8a67-2d310563628e
Urb1T899E,2022,93e25c27-1693-4560-b50f-6db394fd9e11,80ff24cc-26ef-43cb-a3d5-80d84333c947
UrbC9F0J0,2022,93e25c27-1693-4560-b50f-6db394fd9e11,5bef6901-581b-4841-a21b-654ba2bfea24
Urb2J8SVZ,2022,93e25c27-1693-4560-b50f-6db394fd9e11,63975e8e-df08-4e4d-8659-c1f3bfaad4d5
UrbVZW13N,2022,93e25c27-1693-4560-b50f-6db394fd9e11,2b51a37d-5b07-47e2-b579-f0273435c695
Urb4IMCAW,2022,93e25c27-1693-4560-b50f-6db394fd9e11,12dab9c7-306e-4960-a340-4b156ba4d683
EPAV6NBZ,2019,cf1860c9-fe5f-40b8-9b94-b893ec5853b8,0fb79252-bb97-42a0-988e-c0a1c9fb2155
EPFX9V3N,2019,cf1860c9-fe5f-40b8-9b94-b893ec5853b8,43f85014-ac60-4477-b559-f1e4b84966f4
EP4A93D2,2019,cf1860c9-fe5f-40b8-9b94-b893ec5853b8,599e7d05-48d7-4194-b1eb-6e6a0876e964
EPNU2UKH,2019,cf1860c9-fe5f-40b8-9b94-b893ec5853b8,3aebfe25-9b16-428c-9467-45cac1459cd0
EPQEE0R3,2019,cf1860c9-fe5f-40b8-9b94-b893ec5853b8,2dfc9a37-f2ee-4e81-9d59-47067f445ebb
EPOQ1HKQ,2019,cf1860c9-fe5f-40b8-9b94-b893ec5853b8,92a0567e-714e-44a7-9f82-d6a9ab3d29da
EPTOUYHQ,2019,cf1860c9-fe5f-40b8-9b94-b893ec5853b8,6d75f05e-2969-4405-a1d0-e4d64a11e53c
BIFYCK7R5,2018,1e198a5e-e174-4025-9bd4-33830f5628bb,b4a4f66a-d9b3-4c72-966a-a193bf4b3db4
BIF6T00C5,2018,1e198a5e-e174-4025-9bd4-33830f5628bb,33a3c45f-0b33-46be-b607-050db9efef1d
BIFK1IQ3Y,2018,1e198a5e-e174-4025-9bd4-33830f5628bb,4bcb4994-4b33-41b8-bfac-6a4d1a046417
BIFS26ELF,2018,1e198a5e-e174-4025-9bd4-33830f5628bb,4e374dad-e421-4e5e-a702-b1481f62ba26
BIFQOWGRU,2018,1e198a5e-e174-4025-9bd4-33830f5628bb,0f54b04f-af1c-4209-9fef-de6213e253ca
BIF60GGSK,2018,1e198a5e-e174-4025-9bd4-33830f5628bb,c16b8478-3591-4d33-9050-9332fb51830b
BIFDAKGB6,2018,1e198a5e-e174-4025-9bd4-33830f5628bb,655e19d1-0d5a-457e-8364-77575b2064ad
BIF8QZ77B,2018,1e198a5e-e174-4025-9bd4-33830f5628bb,a48acfc4-60aa-49da-a88a-68830576198b
ICC63YIWQ,2019,2491074c-4c78-406a-bcab-9cd6199bb644,9933f1b2-91bf-4191-b24d-cd54b5611ca3
ICCASX0UL,2019,2491074c-4c78-406a-bcab-9cd6199bb644,163cd984-a748-46e2-93f2-568f0c36f9e0
ICC2VYISG,2019,2491074c-4c78-406a-bcab-9cd6199bb644,e4528802-27de-451b-be72-f29770bbe958
ICCV2V33E,2019,2491074c-4c78-406a-bcab-9cd6199bb644,b56f69e8-8d5d-4cef-a2bc-a91f1ca9d578
AHFWOH560,2020,7138e9bd-eec0-43ee-aa70-89445ae0f86a,1319081a-e37c-4e1d-83d5-f82846ed49a9
AHFSSNRT2,2020,7138e9bd-eec0-43ee-aa70-89445ae0f86a,5c313185-942c-47a8-b681-9c5f4e00871f
AHFLA98JO,2020,7138e9bd-eec0-43ee-aa70-89445ae0f86a,234805ac-bfa8-420c-b331-c27dc840f678
AHFWOUYEP,2020,7138e9bd-eec0-43ee-aa70-89445ae0f86a,e7b7c9a7-1d8b-43ec-a2cd-3a5478423b01
ACT0QU2EE,2019,e3d368c0-3f97-4358-93a6-61bd9ce51ddd,c2dc3144-e51b-4797-873b-30a463bad63d
ACTXC69CX,2019,e3d368c0-3f97-4358-93a6-61bd9ce51ddd,45cf16f8-35c5-464c-b413-57f418f7e15f
ACT0FZWGH,2019,e3d368c0-3f97-4358-93a6-61bd9ce51ddd,306684de-4f62-46b1-ad0c-3030a65750a1
ACT4JDI21,2019,e3d368c0-3f97-4358-93a6-61bd9ce51ddd,998598fc-2f3e-41a0-9964-dae457c10cc5
ACT0I9EPE,2019,e3d368c0-3f97-4358-93a6-61bd9ce51ddd,00d99411-32b6-4b80-ac5f-c9a0f218da90
ICCE0QFYW,2022,3b4ba9db-3a22-4d2a-9999-e0b76fcf7ae5,4bc028c6-9432-402f-bbc8-e553a702118f
ICCXJS0EB,2022,3b4ba9db-3a22-4d2a-9999-e0b76fcf7ae5,2ee1df10-b6e0-42cd-ab80-5b3340425fce
ICCR53RD4,2022,3b4ba9db-3a22-4d2a-9999-e0b76fcf7ae5,5528cae1-5d8e-4328-8fe9-26213ca41aa4
Int283473,2019,1ff5c865-9a2f-4778-a0b1-d3b7120d1169,5fa37f8e-2f14-4828-baee-87d863c5fb47
APAA8OZCE,2017,b94bc009-e0e7-4b5d-89e9-0001f7656295,32a92b65-2bdf-4d69-9011-0cbbd2547f63
APAL4HHE6,2017,b94bc009-e0e7-4b5d-89e9-0001f7656295,b4da4d41-9284-4852-84d1-a86cc41cb69e
APA7O2SRK,2017,b94bc009-e0e7-4b5d-89e9-0001f7656295,b38f7a1b-f696-462f-9bab-6c3693a43014
APADBX285,2017,b94bc009-e0e7-4b5d-89e9-0001f7656295,9c92aabb-246c-4c6b-8fcf-d83f5de7865f
APAMSWMZF,2017,b94bc009-e0e7-4b5d-89e9-0001f7656295,fa752b10-d8f0-40bb-904b-ea68367eba5a
APAT9VT4G,2017,b94bc009-e0e7-4b5d-89e9-0001f7656295,dde8b73e-30f3-45d1-8801-2f1871ffad84
APAS2J60A,2017,b94bc009-e0e7-4b5d-89e9-0001f7656295,a7d4e9c0-4a6e-4104-afd2-2e5fc9b7367a
LoCMBB8E6,2019,07e3d389-9627-4ce8-93c5-a84f17c76291,82b73554-dd37-47af-9a39-007992613b3f
LoC2BDRJC,2019,07e3d389-9627-4ce8-93c5-a84f17c76291,43a7a4a2-1e65-47d1-83dc-85046d9cc075
LoCLWYS11,2019,07e3d389-9627-4ce8-93c5-a84f17c76291,1ab57cab-e504-477f-93a5-739e46129771
LoCSXJG0Q,2019,07e3d389-9627-4ce8-93c5-a84f17c76291,5a3dbc67-f1de-459e-9cd9-bd591efd2259
LoCGQTBOA,2019,07e3d389-9627-4ce8-93c5-a84f17c76291,fb96d97b-b1d4-4344-ba51-4e8e1d1e52a7
