EditionId,PaperId
b1bf017a-fd5b-48a0-be39-25e77fddacbd,825ab175-507e-47ad-9a87-1cddb8f800c2
80697418-cc4e-451f-81d0-49081d8a58ca,67d075c8-b23c-4972-96a3-1f86866b1ba8
a4a74784-eedc-4859-a0b0-42e003743ef0,d6d9ebde-6234-4bed-a89e-4f5b1af8f8a4
29ed260b-4262-4e8a-9a3e-558d6aa24535,5a6e3877-f14d-4080-829c-c66da88ed38b
bdbdbe7c-0a6e-46a8-879a-37341c7941f6,b5fd12de-6774-4f45-b4df-d9be1ebb8625
5d05b164-68ce-4066-a7e4-05b96e8b0f1c,67117db7-82f0-404c-ae3e-2e5a10798d26
8f78cd8b-7eff-435f-a763-cdd813556fe1,3e42bde7-24de-4a55-9490-c12020f15351
8f8d7ac8-4314-4a23-9b7b-4537fa0eb19c,2f78e773-3ae4-44c2-8ec6-36c96c25f7f0
073f81d9-860c-4e1d-87b8-492b766a71a8,4882baf1-f009-4a81-8e84-79a38f0bfc11
ebd0ea4c-0f78-4169-aee4-d95539f30295,91bb6a70-2063-4eb6-bd77-cc87852a5107
eda0d8be-8173-471e-ad66-a88197f63db4,49893ef9-d43d-4759-b6a9-a9f1ef79d48a
eac13b1d-6aae-462f-9e7f-f129fbd5b047,58509994-53b9-4d31-8d0b-3a80ac2e2311
c1b93f80-4016-41c4-b368-facbf26c4c5b,9e59a52b-b9f2-4ade-a2f6-0c880f8b4cd3
88ec6620-af28-42e6-8686-56982d896635,72c95bcc-088e-41cb-846b-1dfcf9593a7e
bd2fea56-2c5e-4ae4-98d0-66415b86947e,d93ada43-e30e-4865-9da8-6b7ebe658989
696b9e46-c742-44c4-9f08-92650087a55f,17bc3fd1-1cbc-4165-b4b7-522c61b79ab9
803f5d21-4242-4f87-8c01-9fdfaf56d2ab,a6a997ea-f40b-4e1d-8180-73340d0838c6
6970c63d-5c21-4993-8e1f-95e8c530100d,d1d56286-c68b-427a-87f3-2d20c99696ee
7b1336df-d3a4-45cc-a16b-b3844e17b612,46072a88-337f-4e8e-af28-c81d8ad159cd
fa995d5c-1b79-49bd-8270-35c11784107d,25585c85-3e32-4d2b-838a-8bc436c39154
59e33025-1d8d-4ce2-8d23-d03784e0d5b2,3d65a821-49ab-4553-983b-527f2c414d22
4c62d87a-feee-40b5-8f52-a7911edf48fc,b93b68a1-3b9f-4084-b9fa-33ea7785e167
91d80df4-1578-484b-aee1-0b479ec54968,bab4e631-fbca-4775-b978-4f0c60197d3a
8f74eae8-9947-414b-9c02-9cd7daacbf69,2f9d7468-fd27-4a66-9969-cde88fb39d36
a786d36e-f7d0-46f9-8b55-1d0bf26d8bf0,a58e6c1d-4f50-43d3-8c01-77bc0bcfc485
c3469992-f0b7-4845-82c1-2ee9021e568e,0f5737d4-9e6e-4b89-9b3e-6e8d61f2582a
49c5918c-a78d-4a76-8939-4877f762d6eb,b242875e-5ca8-40a2-aa64-264a2bd16ae4
12070cdc-4664-45cb-965d-be758b22090d,1f1938fa-fe52-49df-b769-2975b140a2f2
2c1be8ad-7421-48be-a1ba-032a216437eb,3666a1a1-a284-4d23-8d15-9410f66fc244
b0d307a7-306e-47eb-9dee-456d29d2ca72,15f6c5d6-99b9-45d6-8d94-60be14a381cf
43510ce3-9906-4758-8f72-8116533b842a,e572984e-053b-41e7-a688-c35fb6dc6693
40592c13-1be8-45ba-bb8d-198c5f48d531,f550f8ac-dc8c-4b7f-9c87-8b825b3c39ac
0b0e0d09-7f8b-4c84-8f86-e25d6db22541,90ddce7c-ff97-44f7-a8fb-9ae56d679344
998598fc-2f3e-41a0-9964-dae457c10cc5,009aada8-b11e-438c-9bce-a27733e38ba4
1eb18c39-707d-4f44-bc29-5cefb649ed58,209fac70-491d-4014-ab76-d4ef59ab994e
bf1cde55-b84a-4af6-933b-76fce3c638bf,d0be635c-040e-4d90-909f-a6712669d7eb
53a2c0c3-338e-40b4-9374-de6cfcf43997,b63cb47c-fd47-4aee-96f1-ae1cd981a63b
25796191-04bb-48e1-815f-e5aaf3724f37,985cafc6-7a11-45ae-8c02-9464546c66f2
022fab65-f2c6-484e-a047-6682da004b7b,315ef72d-65a1-4249-a8e1-534849ed4436
c9468c9a-df26-4463-adf5-70c4eb12c960,e9f9e4c7-a8a8-4b2e-b303-4a480c104208
85ec3b02-7291-4f6a-a142-04898dc4cf7d,0a7f7d7f-7f1b-4f07-8324-74a3d72631c3
21e50739-9e84-4d87-a278-acd187ffe008,b05d3931-0736-4137-bd31-a46e81785504
fac3a17c-e06f-483e-ad54-692ad9eb36c5,1dfd397e-2b6c-48a9-9cfb-fce6983a13ee
b7568c36-7bbf-4cc2-8e29-5d0b5484b13f,35a28473-07ef-4daa-90cf-fa6e295c57d2
3ef8302f-9312-4f1a-ace7-64da0be461b9,1ce8c412-c0ee-4437-8898-6d32184a68a6
88c4e146-e4bd-45c1-98f5-3c75de591210,78ffb3cb-d9b7-48f2-99a7-08dc93d08cef
afc69747-0f03-4f33-8602-4359928fbb86,e49bf8b5-5aa1-4e1e-9ed5-a612127085cf
bae899cf-5db0-4c47-adcb-e8bb9c2699b0,a205e230-e181-493d-aefd-173dfb899382
237aab6f-bdda-4a0e-b924-1e95a8b25077,111149c2-5df4-41d1-a529-5c3d99dc756f
6f8060b6-3389-435b-ae03-ebfb721d8bde,2dd101fc-96fe-4ff0-af3c-8b5ed3753b7b
58689168-f8d5-48d4-921d-484b9a337099,68436270-778e-4810-b99e-81803c7663cb
5f457523-2dfe-4709-8770-9e389e13bb1f,f8549fb2-ea7b-4ec9-9fcd-b8c6376092d9
6b665df4-3aaa-4100-900c-c2e2853c2464,04e11379-e920-4d03-9f35-86f7422d75e5
8ede26d0-5568-4dfe-bd7d-a1e10ddeb62e,d00ec82b-9f00-423c-b08a-b0a22e15ba1d
39b37b89-adfd-49dd-8c41-99ecab3d3d6d,4dcb7733-c7b4-4587-8628-17af772669b5
6f7ec0b1-5e7b-4c5e-bc67-4c425e30b21d,631e9c06-900f-4692-8f68-31658f639c7a
6e7f8ef2-00be-4e0a-bb8d-1ca82cec963a,87512695-980e-42a6-a452-271ded6895fe
99e2a9c6-4124-4283-81f1-890afff80e9c,4991ba1d-2ae8-4280-be18-64c9ee62fc4b
cc6b0fc5-5296-4e69-8995-afc08f3b55cc,8e596877-ca14-4a52-b05f-e0cebca077ca
43f85014-ac60-4477-b559-f1e4b84966f4,a8efd746-c51a-4507-8412-236f21568c3f
681575e0-c5de-4a71-b2e1-ab73a97d286e,0ef6ecfb-618d-436b-92f6-63851baa9e77
28635a87-6929-4114-94e1-729b3aeb2c40,992d5434-89bc-4314-9ee1-e33549380f18
adc254f4-3a9b-4349-8fdb-c7d7edee827c,1b87dec1-6716-421d-9e60-381863311490
df94fdc1-8e77-4bfb-86de-80e1e5eef124,d20f6800-cbcc-4839-a3f6-4ef71c5f0d58
5f457523-2dfe-4709-8770-9e389e13bb1f,e2f4386c-e81b-465e-9380-589cfb244a68
9897ec18-daa4-4e54-9a4c-d776863e415f,9f87b3d6-fc4a-46e5-b54d-97d283862dad
e4a34a4d-3095-4a47-9e83-8f4abad5b2ae,f139d7e0-3543-4160-a7c6-f5e6e0b253d8
5b551e68-870b-43ef-bbe4-4d6f36dc9ed8,e994901c-5be6-44ba-980f-4380a0cf2f94
7f94cd54-adb6-4123-b2c8-83ab31908693,dd1a18c1-09d5-4287-882a-9e2430a42bfc
06839510-4022-4889-9db1-9e48f980049f,bd5c16a6-2e46-4e97-885b-d4cfc17afbfe
c0e7d3e8-d2dc-4d8e-bef4-a1fdbdeedbe4,1d572f86-69a5-4647-96ce-fdf6ecba60ed
a38261d0-bfe4-4455-8e74-74f3bda9278f,db4bcc30-ff50-4735-9cfa-d2859ce7b659
862bfed1-e4c2-453c-bebe-836eda914cdf,97c6a61e-8760-4065-ab81-4742a3a877cf
f0a26ca1-e7c9-4503-9208-ef0380fb0a08,d3be0806-a653-4e6d-bb7f-f74e064cbc45
1795196c-45bd-4515-9f89-0e8fa5458b6f,ad6ead0b-9702-405c-9719-dac1011d326b
a86a26c9-a008-45c1-b26b-506d6459edc6,f11219e7-b153-4eaf-a48d-8e927dbb6d18
7ba9526e-069a-48e1-8b4e-0b0a50b12e5a,b3f01d67-a180-4afb-a812-2349a2940b27
80dbb253-d05d-4d2d-b167-4e66b4d2b092,5e46003a-c926-4016-8d55-740915e4c29f
065e33a9-bd66-4156-8f3e-63b035571b2b,4e2b9ffb-bef3-499b-9cf0-d601fe6b91cd
2b5c0b94-de25-4628-9a21-695e710a725d,bc886686-6c44-4341-a749-d22125b164be
bd875d0a-9228-44b8-bd2f-867201117c79,8489f347-ecb6-4d9b-b360-0325bef1d9bc
5473a3a4-4b3f-4756-bea2-a31302dd7abb,4e1f9592-1f72-41b7-a35f-47486943657c
7d95135b-df8d-42aa-bff8-0832e21b1147,d4b0e36c-d1f8-4a33-a053-87b90df4af84
c7234196-bc3b-4be1-a5c6-782e6fcee59d,c58f0cf5-9e76-43c8-9651-a543b5493147
52c0d5e7-b986-4bfd-b605-c1a37afc8cdc,757618fe-8f39-4f15-a4e4-3a8313130679
dbd28c23-4c7f-4527-8981-198c63698bcc,291e7193-bc03-401e-ad2f-03a29777907e
0dde4820-1db0-43a2-8cbe-d327af6b083c,56605366-5268-4640-9885-90103eaa753e
f8932ae7-4c9f-44e7-89da-24c81b69fb73,9bab227e-27a1-4d55-819e-04a09f7fe2b3
4e971b77-2bdd-448a-8a67-2d310563628e,de667217-5def-4da6-a25f-4f2be72331e9
eea3237e-ec6e-4fd1-ac81-3527835a2630,56c1beb6-3e86-4ae5-ac7e-8850ffdd17bf
9ff12105-8658-48a1-9d0f-a21be33504dd,e289c670-c6f4-406f-9f8f-fd09b7e2d410
e5f08a45-9fe0-4211-a6af-4abc58ad947d,132c5eec-57c2-4ad6-a4e7-f6b287148080
34eb6885-5c47-4cef-a5d6-8fbf9f71f005,43f41cf7-ac4f-4729-972b-0fdb5cca1b72
19484b97-2a65-4c5a-948e-5eef3d6d4f17,08a5e0fc-a83b-4697-87b0-342d1bd793cd
a7c763e7-558e-4ebb-870f-c250a6246425,283f41f5-8a0e-49b2-9c00-9e51305a808a
fe06e32b-8e50-4e59-9782-7e2318088d51,39781b24-c875-4c23-be07-0b998296817b
0de513bf-5f0c-438b-9892-87b4f05a8f06,8ca01566-2f6a-454e-8f7c-00d0972b8aa5
09dcb15e-156e-460a-b659-49a8da83e90e,a2f65c48-84ca-49f0-94aa-1d5835a4d5d4
f330426d-45c7-48f0-a8ce-6fdcfcb16df2,7da428b1-1768-4a45-a6b8-2cae680a511a
d0ffb6ed-f858-4c31-92cf-0fd30b1f2781,0725d877-2ba0-4e4a-b999-59aac964f423
91bb687b-1af3-4da6-b96b-fefb513d72d9,3eed29c0-39ab-4a18-b0a2-83422e72273c
89af0571-2a88-43bf-aac5-90128b4564be,14f51c77-0dac-467a-a659-b9778e2f2df0
318bdb0c-65b0-4e51-8e1f-1f134c67df32,8132fe26-cefc-4dfd-8601-de20827abab3
357c1d4e-341c-42b2-bf21-89f1c814b117,4feb594d-3e68-41fd-b8b6-f694e9911b40
422bbb64-a7f0-41f8-96ba-c0f783ef29bf,2cf48c9c-3572-4f1c-9693-ef5d603f7649
6961ea4a-606d-4feb-940f-7c2b52a26d4c,7df8b1ab-ff8e-4408-9122-e66bfaf0154c
6cfd46dd-2711-4fa8-af38-eaa03f6a16e0,3feab150-d4e7-4303-b924-fbe1daec989a
5173bdce-5cd5-46fd-8d10-a62c3c461a08,c4e6ed27-8dc5-4f94-b654-4cfcddd0c011
688edc9d-fe80-4b9a-987d-c99b6e09ef79,b7efe6a8-3402-4a82-957b-4ddbba3095d9
f9d06d21-5dfc-46b9-b68e-fcc9e1a445d9,7efbea3d-f56f-4c5f-9f77-55747434880b
f01ac619-f4a0-4ba0-bf89-5836ffe8b642,79f89c48-cee6-4da1-a9d4-a2e7ba715507
b5615a70-97e3-47b6-85bf-c8e156aee859,45748501-32d2-4a88-9f62-2f3714aa975c
fc27f966-7865-465b-9bd0-c797e012fbc6,3c48e5da-d835-4706-b23a-b83c1dd02edf
a5b9ad05-8f92-4105-88c0-b8cf27e37f96,302755e5-e5f4-42cd-8b99-8284a8c8139d
121e267b-fa27-416b-9ef9-3a8115c8a628,8d3512e9-1ffb-4c28-9764-f77a50de95fc
70ccbbec-0a64-4725-aaf1-642c85e62ac6,733dcc1a-6e99-4090-8607-ad833a439a89
f7dc41e6-dbe5-49de-9f76-58fb60f5c628,f714f6a3-6106-4ef4-8490-43eb65375c59
20148e7a-0982-4618-ade4-e86099a2443a,f2cbf8bc-4282-4a5f-a568-f12419f087d7
6081cbe5-530b-4a50-98eb-dae5efc326b5,57187129-e6f9-4f8d-abe1-6c77d6d62bb9
935a36f7-894b-4938-96f8-0afc8cffa9f1,110a77a6-eed3-4b5d-a48e-dca5b10089cd
b14b78f3-75a7-4876-97c8-43d250779288,b352f391-7c95-471a-afdd-977306e62cc5
29995a45-d714-4bff-8bc3-3359f5d0614c,d84c94b2-8a40-48a2-b774-14a91c5282ce
1d64e832-7d95-44a0-95d6-c06af1c8c340,9baa5afb-fff4-4736-b11a-82b9370cdfc3
ae756667-4aab-4ec2-830c-e9b815309fbb,d3a18c96-d47c-4622-bda1-fc5ccbc6196a
aa444888-01a7-4471-a718-41499760df85,0413e5a7-be2a-453e-acda-4c2c8f0b8942
886d58d9-da84-4e50-aa61-238efbf7cf26,0530a156-70ba-46d2-bcf4-1b9401ac556b
7ca1c484-a2b9-426a-8aa7-f53e38f7d31d,28081702-5e55-4629-8d4e-8deb19459960
6cd6073b-1ac2-4521-9506-9fa0a8ced5c6,b3224727-d185-402f-9d75-299a02b7bf95
8d7c492a-9a55-4b19-bea5-e322caa91bc6,4c4fd355-6a11-4ecb-812e-33437a42590a
6e7f8ef2-00be-4e0a-bb8d-1ca82cec963a,740dbc6d-5422-426f-8870-ddf5c38d8a82
28af85a9-25ee-4a07-a07f-8a58eed7be58,11a246ea-204c-49da-b06d-1ffc120c0971
e83136a2-4afb-4da5-a68a-1063853bc7c1,14da3b78-1f72-4ce5-96e3-deb78ddafb99
ed0f1018-a0f6-45c3-a19e-5090b75dce15,ebd925f4-f9e2-46ca-b023-081a25974933
ef56cb5d-1dde-4433-a1ab-71be4e7e2af8,7f8e0ace-09d6-4c35-8d6c-38f9560f727c
39913187-485a-4aa4-8678-3799a31646eb,6c7ece2c-2079-4a89-bae6-f64cf4bd615b
aa94bd05-c8be-467c-9e73-c5cf937874aa,5e1edaec-3120-4a10-8772-7105f9fdc936
a67b309b-37f5-42a3-b141-79575506c133,b87c11f4-75f1-45fd-ae5f-6a10cb29bbd8
32ee8388-28d0-4996-ae3d-a8004b67ebab,ba0a8c63-3df9-4544-af7e-f5134e73606a
216106a7-21f3-4601-bcdd-f727725cdf37,b02f6c60-a2c9-477d-8be3-0283ba4bb5b4
ce4a5b36-fb49-4e63-98b9-c930c45dfe2c,713bee20-fe6e-413b-acca-0da5b132d185
2f1cd3d1-22c0-409a-9c10-b86dcca3e95d,1e1ffd20-e3d1-4173-9d40-6ecf3688bbb3
0632a3d8-ddc7-4be8-97cb-f8c17b7c0d9d,d6bc68a0-ff86-4b1d-84d2-250ec4e9d52d
87c313f4-be03-4aba-840f-cd1569825600,98515576-c096-41ac-a482-a465541e3f32
cad676d7-c657-4c07-a461-415aeaeb4337,8747851a-9f17-4ab5-9d0d-78201cd49198
c2e067a5-1e48-46f8-bf70-6c9fccd46dd7,65c46693-3478-4b42-a6ea-0b4bf796f79b
3c01a5ee-6d94-43d0-9ce9-43df8a546ec2,285c2915-c9b6-4972-b976-9f0c721d91d4
ecfc1489-e367-447d-9fa2-7cfde7d6a220,5e95a372-9052-44be-83a4-72fa4e54fe84
73110c60-57d7-476f-9017-69b47b12e5eb,78ac000d-5626-41c2-8567-ff04648648c1
f30fd3a9-4e56-48ed-b02a-db8eba197f04,16d75c45-3879-4412-81a1-7c1064587e75
ba525a06-5cd2-4a16-ab11-49fdcf804ead,f6e4d497-1dcd-4c12-8299-9b6299a41851
49537218-202d-4434-9da1-f918e17cc602,e10f732e-0925-4f94-808d-aca9702f1c39
bf2b810d-7b0b-4760-ba86-35b3759c3351,0f609fb7-7adf-42ad-8aee-4e1e3df7fb14
e0b8488e-0cc9-4a3d-90bb-95d56a847e1e,410b2ce3-d1f7-40a6-b7d5-c3c2bb0377f6
ae58b93a-c942-4570-bd3a-99be42edadc6,9b807427-3492-4303-bfcc-6b1fadf997f6
2343fe3c-6045-45f1-b048-6fb91b9e4d6c,3cf21165-16c0-4ae9-9133-acaf18995284
1a8b9b90-4a69-45b2-889d-afdda06720ba,f736dca8-ad18-4bf7-bc91-8ddb061b090f
8ebb0b51-b7a8-4edf-acb1-06fa4ea5054d,6ac597d0-0eb4-47ae-9241-70e08fa2421b
75edd4c2-673f-4b46-99b5-f569d4e417b8,8dd1d9c4-3765-47f9-8cc4-b7c4727a249f
44140b80-e818-4ca7-b8c3-cd24a092c40c,9b61e076-997f-44e8-bae7-97f10fcef15c
ac9af206-aa05-4590-b2af-f24021f3c059,9f29f561-54fe-4dc5-a523-5bae98a8165d
89e6728b-fdcd-4766-b9ff-08368bce6fcb,1d652a52-f113-44e4-a528-c24aacef9c10
45cf16f8-35c5-464c-b413-57f418f7e15f,852e5057-7980-451f-82fc-ee467ca86de7
884124ac-e649-4bfe-be2c-797b8e236d81,8e41e54a-1302-4500-8a66-ec058fadd7dd
33e27ba3-8684-4b39-909b-64178fd0983d,dbab97ca-2f30-40c4-93c0-f7d5308d97d9
2be6ba5e-0497-44c0-88d0-f90d34d67149,52464e42-4b14-4f1e-ad19-5096e49225d8
1aa4a75c-4030-4783-b548-a3cb3f807b82,efcc6e19-8a56-4465-9a40-e2d7cf2c184a
da6a04d0-c2e0-4a79-a74a-10f3ffb0bcab,99216693-ac4a-4ed3-9ba8-6234a26cba4d
d135323d-f7da-4e16-bc5b-36d75beb137f,363c67c2-1671-4bc2-a083-f4a8be5e6dc4
998598fc-2f3e-41a0-9964-dae457c10cc5,5cd5fade-8817-48f5-9c2b-93efe903f8be
668b1a7f-d109-431a-9e24-d768aba41b2f,5105419a-305f-42f5-bc08-f1fcc9205e53
ce572594-c235-4ff5-b33c-c5e46c709565,7056aa17-1d91-43d7-91f1-9c174a938980
1101b3d8-5a1d-4b24-9c77-9e2653d351c8,bf0b2e3e-0314-451e-a8d5-7447aa20d50c
ca77842b-0742-404c-9ea5-b7b0a6191bdf,81578ae4-0c2e-4f1b-9c38-751933d3a9ba
99d473dc-ade7-4a2e-bd40-58a7d9bf550d,8a3ba4fe-ee62-486c-a312-189bfb9a2dfc
9b43f04c-0525-4c03-adb9-0899c386c6a0,c5baf0fa-2ceb-4756-9aaa-da60252ef72b
c950fd82-af73-4a69-9bb1-a93aabe2dcc3,f6fed631-2651-4326-8dcc-2faca5a14684
3f3a64b0-49b2-47e1-9d5b-a89ec6333837,e904c02c-f835-4b0f-a5fd-ef8d1a1b82a8
451d446b-2f44-4c75-9d7e-6a0b5d864f0f,fffddb5d-3bbd-4442-97a6-0bfe09cbc50f
0d1c955a-2e48-4aae-9f26-ab0e3af79e61,6e87fa01-43fd-4384-90ca-b99ab22cbfe2
6b665df4-3aaa-4100-900c-c2e2853c2464,7cd82579-2b5a-41a2-adb6-e601ba2fbf3f
a20994ef-637f-496d-be9d-8a2cd2cd81a2,95d9d191-e711-4dde-abcb-423d4dad2f24
7ccc0e50-9a03-4bd9-8ac3-5b4c39d695a4,0a54fefc-b820-4e9f-8b3a-ca1d398e5599
5080b62c-d2e8-4aa9-b7c7-033912d0c03b,c3fcaf60-69e6-45dc-82e2-b3cfadcde8da
2c8cbfa4-7e2d-44dc-9694-362bbe7d6757,7765ff0b-5f8b-4038-b130-fd2fbd23be6c
9ebaa3f2-b4a2-415e-86a5-3fec3d772215,e32a82d7-7bd3-4427-b98b-52c7b95d0e7e
097f499c-1ac0-4caa-8303-9da879c5286c,df3cb0b4-a4f5-4b86-ae1f-5928c0817cdb
1b6f56cd-c88f-40a5-b743-57ce32bc4602,8fa76f45-90b2-4a09-87af-c42719bb7c46
62b047b0-e3dc-4fdf-853c-49db6d422641,2e8f03ed-76b9-4593-b3ee-a164b102ced5
5f03d318-9273-457a-9b0a-b89c7d59dabd,2fcce71e-1d5b-41f0-b1ee-fbc74af5a79b
891ca0cd-d54b-46ba-bdb0-d5b6025fe270,b8ea8bb1-713c-4e2e-9c0a-735f5bd7704a
2e8b35cd-db26-418b-8fda-0bcc21d5b483,55f4434f-d1a6-466d-8c08-ce9c25f356b8
328566aa-7911-4839-809b-2e248f7df2ce,aeeb9ae0-e131-49ba-88ea-50c380fd3d7c
03ac0b80-1d6d-4655-b152-59d1a187dcce,80824030-b543-4df7-8e46-300818d40644
54c4f9c5-82ca-4d00-9a90-5787b545c2ae,f8886e0e-67cb-4fae-97d5-bedc28ce6128
ca7c45c6-c805-4b87-9616-0e394e6aaae3,37f70a50-3321-49d2-b399-8803cf2dda6c
5124577e-43d8-4559-9c17-60ca74daf151,cc41671b-20a4-43b0-ac52-c0c8606dd56f
5c2c5562-c91e-4697-91c3-69c047431e1b,e80298f8-0b90-45ef-8ad1-37509c5637ae
4d60826a-2939-4af4-8a3f-6f2bc9673c06,0e658171-1e73-468a-80d2-cb5b436f6d25
7a6c0237-a50f-4c4c-afcd-d14b9adcaabc,c821ce15-04f8-4513-9751-282c76fb4311
ce4d89ec-e174-4dce-a0f7-6e145cb27504,06886807-084f-4151-b28e-e95d1f9ac7b7
efe5d78b-3deb-4587-ab04-ed395fdc259c,114e2104-f781-45d6-845d-67566e1a1a26
07a29e82-b829-4669-aaed-631676d2a074,528474e4-e89f-408f-a45f-bbddf0c7b56d
f6e16c61-e7fc-481f-87c5-751ce716ad35,3a1c7cc6-bd7d-4912-9700-34c345ea2bc1
e175a74a-63d6-4c98-826c-5268b2a8d938,64ac880d-2980-423a-91f9-78bb32e59e65
d37c3e9a-9d7a-461a-ac7c-6546fbae3370,27316416-1c5f-4fc2-82bd-1671b2b3936c
5a3b2823-ec8c-4c5c-8f87-da3309da25bc,e44e0636-b2ad-4b89-9d7f-7f5e3c837700
26f42d97-b972-4bcf-9a4c-9c6684ffe21b,30d9412c-cb82-4353-af2e-d2cc29398f23
3f5c343a-05a7-4793-a821-eb84a3983b15,ecbd53bc-7656-4c68-b622-27ea1edc11ca
f2c0924a-553b-46e7-be9e-6ad0f68425f8,520b8979-d2a6-4e2a-997e-0d262933df59
39612ca8-e2b5-4c2f-b2ce-77be517c8bd6,f02c6f27-005e-47f1-9249-1e89df8b6e29
c752921b-de03-4198-85df-4d777ebd403c,845c579f-0133-4a34-a9f1-99e831aae591
b0eea0ba-b9de-4672-b35d-8c9bbd8e0910,6ec838d8-beaa-4438-aa92-8665050a6ec0
8643fb77-a980-4a60-9924-acc8186a444b,8fada8df-f40e-4d09-8ab0-6e6223ee5a11
1215ad6d-43a0-4b95-9246-582dd5862f5a,387fd911-9779-4dab-8cee-1ca5c1f6a4a7
8b4e88d2-5808-4fcd-a27f-75272a7dedba,a69809a6-1175-47e7-aba3-39abdc0491f7
64c46ffb-77f6-40d8-be8e-d6082b047452,8cfb41c8-8906-4526-abd9-7d6848b8c9a7
21b61cbb-4f7b-4819-9941-82713544af69,80765dfa-e538-469e-bd5e-05de33e76148
75fdfbde-0b54-465e-b990-c24e74ab5dbf,a29afab4-c827-489a-bf16-d2f2e4e5539b
8695222b-e067-4c68-99c5-d561d6fbf87b,ebbf9cb4-7fde-43e8-843b-d4d01080660e
d6f46b7b-a58b-4494-af44-d167bd44444a,5b58513f-9581-4213-b31f-bbd2501630dd
ae4964f1-1385-47cf-9bd0-5eee8d7cb616,a7225716-a2aa-4862-a0e0-11a54fcd83cb
e83c63e2-2f9d-401d-8188-6a3980d90086,f9f1fac3-f5cf-49b8-aa64-c9571a7e4524
445a3939-7f17-4bf7-83a8-6669b71a261b,50556c90-2aa1-4e84-9f77-4f14baf07200
8bf6c300-6ab3-4d9e-9529-c09ef852074b,d23aacf3-6525-43fd-ab28-8deda1729474
f682fc38-94e3-4def-9217-d753ea2079e2,98707c00-a8cf-4b5e-9f1c-e0ec3d113ad7
ba6a0146-29ce-4e07-96ea-5482d05ac536,fa95656f-7d2c-4e14-ae3b-5b86bb1f67a2
cfc156f8-ae8c-456f-b9b8-a0478b8ebf9d,c80f97bf-2f52-4c90-b2fc-ef26390e4781
